Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,112,55,57,49.1%,119-135,46.9%,1164-1261,48.0%,19-13,59.4%,109,64.9%,30.9%,4.1%,4.9%,59.7%,63.4%,46.0%,56.4%,41.6%,49.0%,0.95
Clay,50,30,20,60.0%,65-53,55.1%,574-523,52.3%,5-4,55.6%,47,66.2%,38.4%,3.5%,4.4%,58.9%,64.4%,46.1%,56.9%,45.3%,51.1%,1.05
Grass,7,1,6,14.3%,3-12,20.0%,51-84,37.8%,0-1,0.0%,7,53.0%,23.5%,4.9%,4.0%,61.5%,59.1%,38.7%,51.2%,35.9%,43.9%,0.74
Grand Slams,21,8,13,38.1%,19-29,39.6%,209-239,46.7%,1-2,33.3%,21,62.3%,31.3%,4.1%,4.7%,58.8%,61.8%,44.2%,54.5%,40.9%,47.8%,0.90
Premiers,27,13,14,48.1%,28-29,49.1%,261-283,48.0%,5-2,71.4%,27,64.0%,31.6%,3.5%,4.5%,60.8%,63.3%,46.3%,56.6%,42.0%,49.2%,0.97
Internationals,75,39,36,52.0%,84-87,49.1%,790-827,48.9%,12-10,54.5%,74,64.4%,33.2%,3.8%,4.9%,59.0%,63.3%,46.2%,56.3%,43.0%,49.7%,0.98
Finals,2,0,2,0.0%,1-4,20.0%,18-27,40.0%,0-0,-,2,50.0%,30.4%,3.4%,6.1%,57.8%,51.8%,45.2%,49.0%,41.5%,45.2%,0.81
Semi-finals,6,1,5,16.7%,5-11,31.3%,73-90,44.8%,2-1,66.7%,6,60.0%,28.7%,3.7%,5.0%,55.7%,63.6%,43.3%,54.6%,41.3%,47.8%,0.91
Quarter-finals,13,6,7,46.2%,16-15,51.6%,140-159,46.8%,4-0,100.0%,13,59.1%,32.9%,4.1%,4.0%,62.6%,61.9%,40.2%,53.7%,42.8%,48.5%,0.92
vs Righties,155,80,75,51.6%,171-182,48.4%,1630-1699,49.0%,21-17,55.3%,150,64.2%,33.6%,3.9%,4.7%,59.7%,63.0%,45.9%,56.1%,42.9%,49.5%,0.98
vs Lefties,11,3,8,27.3%,9-18,33.3%,113-148,43.3%,2-1,66.7%,11,67.4%,18.6%,4.4%,4.9%,58.0%,66.6%,43.2%,56.8%,35.8%,46.6%,0.83
vs Top 10,16,1,15,6.3%,6-31,16.2%,119-212,36.0%,1-0,100.0%,16,51.8%,19.4%,4.4%,5.5%,54.8%,58.8%,41.5%,51.0%,37.1%,44.2%,0.76
