Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,15,6,9,40.0%,3,0,3,0.0%,2009,2016,R64,13,1.02,5.3%,2.7%,62.6%,67.5%,55.3%,62.9%,37.7%,67.7%,35.2%
Roland Garros,8,Clay,19,10,9,52.6%,5,3,2,60.0%,2009,2016,R64,15,0.98,7.9%,1.8%,62.1%,72.2%,46.9%,62.6%,36.8%,63.3%,34.5%
Wimbledon,7,Grass,16,9,7,56.3%,9,4,5,44.4%,2009,2016,R64,8,1.12,10.2%,2.2%,65.3%,75.0%,51.3%,66.7%,37.1%,53.5%,39.7%
US Open,8,Hard,19,11,8,57.9%,4,3,1,75.0%,2009,2016,R64,15,0.98,6.7%,2.9%,62.1%,68.7%,49.8%,61.5%,37.9%,52.1%,51.2%
Davis Cup,5,,18,13,5,72.2%,11,6,5,54.5%,2010,2017,,7,0.98,5.6%,2.9%,59.3%,67.7%,49.3%,60.2%,39.1%,59.6%,49.3%
Antalya,3,Hard,4,1,3,25.0%,1,0,1,0.0%,2017,2021,R16,4,0.91,7.0%,4.4%,54.6%,73.8%,48.4%,62.3%,34.4%,60.7%,46.7%
Istanbul,3,Clay,3,0,3,0.0%,0,0,0,-,2015,2018,R32,3,0.60,6.6%,0.7%,68.2%,64.1%,43.8%,57.6%,25.5%,50.0%,0.0%
Moscow,2,Hard,3,1,2,33.3%,0,0,0,-,2015,2016,R16,3,0.81,6.3%,4.2%,52.4%,67.7%,46.7%,57.7%,34.5%,52.9%,40.0%
Barcelona,6,Clay,13,7,6,53.8%,6,3,3,50.0%,2010,2016,R32,13,1.06,5.5%,2.1%,62.3%,68.6%,52.0%,62.3%,40.0%,45.7%,45.2%
Dubai,7,Hard,12,5,7,41.7%,5,1,4,20.0%,2009,2016,QF,10,0.90,6.4%,2.6%,60.8%,72.4%,44.5%,61.4%,34.6%,69.3%,28.6%
Marseille,2,Hard,5,3,2,60.0%,1,1,0,100.0%,2015,2016,Q3,5,1.06,7.1%,1.9%,65.1%,72.9%,54.1%,66.3%,35.8%,63.2%,25.8%
