Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,54,22,32,40.7%,67-86,43.8%,728-765,48.8%,6-11,35.3%,46,75.0%,18.3%,6.4%,2.8%,61.8%,69.1%,48.5%,61.2%,33.8%,47.8%,0.87
Clay,24,6,18,25.0%,19-46,29.2%,263-355,42.6%,4-3,57.1%,24,69.2%,16.2%,7.2%,2.1%,60.9%,66.4%,48.0%,59.2%,34.8%,47.2%,0.85
Grass,12,4,8,33.3%,14-23,37.8%,181-202,47.3%,4-6,40.0%,11,82.7%,15.0%,10.9%,2.7%,61.8%,74.3%,49.6%,64.9%,33.9%,49.4%,0.97
Carpet,2,1,1,50.0%,2-3,40.0%,18-24,42.9%,0-0,-,0,,,,,,,,,,,
Grand Slams,19,7,12,36.8%,25-43,36.8%,317-361,46.8%,3-6,33.3%,19,78.9%,16.4%,9.1%,2.3%,63.8%,71.9%,47.7%,63.1%,33.4%,48.5%,0.91
Masters,10,3,7,30.0%,8-14,36.4%,91-104,46.7%,0-2,0.0%,10,70.5%,24.5%,5.2%,3.0%,60.5%,64.7%,48.6%,58.3%,37.3%,48.1%,0.90
Other Tours,45,10,35,22.2%,28-74,27.5%,420-558,42.9%,5-7,41.7%,45,73.0%,13.4%,7.2%,2.6%,60.8%,68.5%,48.8%,60.8%,32.5%,46.9%,0.83
Best of 5,35,19,16,54.3%,64-67,48.9%,658-660,49.9%,9-11,45.0%,25,77.4%,19.8%,8.3%,2.5%,62.3%,71.4%,48.0%,62.5%,35.3%,49.0%,0.94
Best of 3,57,14,43,24.6%,38-91,29.5%,532-686,43.7%,5-9,35.7%,56,72.4%,15.1%,6.7%,2.6%,60.9%,67.4%,48.9%,60.2%,33.2%,47.0%,0.83
Quarter-finals,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,28.6%,0.0%,7.3%,2.4%,58.5%,62.5%,11.8%,41.5%,26.2%,33.7%,0.45
vs Righties,75,28,47,37.3%,88-131,40.2%,1011-1127,47.3%,13-14,48.1%,66,74.6%,18.4%,7.0%,2.5%,61.3%,69.1%,48.7%,61.2%,34.8%,48.2%,0.90
vs Lefties,15,3,12,20.0%,8-26,23.5%,136-192,41.5%,1-5,16.7%,15,74.7%,10.1%,9.2%,3.0%,62.3%,69.3%,47.8%,61.2%,30.4%,46.1%,0.78
vs Top 10,5,0,5,0.0%,0-13,0.0%,30-79,27.5%,0-1,0.0%,5,56.6%,0.0%,6.9%,4.0%,60.3%,63.3%,38.9%,53.6%,26.7%,40.9%,0.58
