Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2025-05-19),1764,1,,,,,,,,,,,,
2024,1669,2,,,,,,,,,,,,
2023,1105,8,,,,,,,,,,,,
2022,888,16,,,,,,,,,,,,
2021,755,29,,,,,,,,,,,,
2020,575,49,,,,,,,,,1406,10,,
2019,549,47,,,,,,,,,1374,10,,
2018,543,7,,,,,,,,,,,,
2017,324,149,255,1470,213,1469,227,1448,182,1440,,,,
2016,246,213,208,1522,190,1501,183,1500,164,1480,,,,
2015,114,520,146,1603,141,1565,116,1595,128,1538,,,,
2014,104,553,117,1655,104,1620,141,1570,82,1591,1210,17,,
2013,185,276,246,1482,227,1450,228,1444,,,1112,18,,
2012,215,222,225,1506,202,1476,186,1494,184,1454,1026,20,,
2011,111,514,140,1622,136,1569,100,1631,117,1532,1188,15,,
2010,90,574,141,1612,140,1563,99,1620,101,1554,,,,
2009,155,322,147,1611,128,1585,230,1458,141,1491,695,50,,
2008,215,186,260,1473,230,1446,280,1395,204,1411,630,65,,
2007,321,113,,,,,,,,,1385,6,,
2006,1374,2,,,,,,,,,1637,2,,
2005,1345,2,,,,,,,,,,,,
2003,,,,,,,,,,,1698,1,,
