Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2024 Australian Open R128,L vs Kessler,18.5%,25.9%,48.5%,25.0%,30.8%,51.3%,38.1%,64.5%,42.9%,6.9%,17.2%,44.4%,0.0%,66.7%,100.0%,-104
2023 Palermo R32,L vs Osorio,10.6%,13.6%,35.0%,15.4%,20.5%,39.4%,21.1%,55.0%,100.0%,12.5%,12.5%,14.3%,0.0%,50.0%,100.0%,-4
2023 Roland Garros R128,L vs Peterson,10.2%,22.0%,41.2%,15.0%,22.5%,38.2%,33.3%,90.9%,100.0%,0.0%,23.5%,47.1%,0.0%,100.0%,100.0%,-119
2022 Strasbourg R32,W vs Gabueva,16.1%,27.4%,54.0%,13.5%,29.7%,53.1%,33.3%,48.0%,25.0%,21.7%,26.1%,55.6%,0.0%,63.6%,100.0%,-7
2021 Montreal R32,L vs Kvitova,30.2%,33.3%,39.5%,37.1%,42.9%,36.4%,27.8%,35.3%,50.0%,27.3%,27.3%,43.8%,11.1%,38.5%,50.0%,128
2020 Roland Garros R16,L vs Kenin,12.9%,25.9%,38.6%,15.4%,28.8%,40.9%,65.5%,43.5%,42.9%,10.3%,24.1%,34.6%,33.3%,70.6%,100.0%,-14
2020 Roland Garros R32,W vs Tig,10.2%,21.4%,52.3%,7.3%,16.4%,49.0%,47.8%,75.0%,100.0%,14.0%,27.9%,56.8%,5.3%,83.3%,100.0%,-104
2020 Roland Garros R64,W vs Rybakina,12.8%,24.4%,47.9%,16.7%,35.4%,45.0%,47.8%,28.0%,42.9%,8.3%,11.1%,51.5%,0.0%,55.0%,60.0%,-40
2020 Palermo F,W vs Kontaveit,19.5%,37.7%,51.7%,22.5%,45.0%,54.8%,58.3%,25.0%,33.3%,17.1%,31.4%,48.3%,0.0%,79.2%,100.0%,-39
2020 Palermo QF,W vs Errani,17.6%,30.9%,48.1%,22.0%,31.7%,50.0%,68.8%,56.0%,60.0%,12.0%,32.0%,45.5%,14.3%,90.9%,100.0%,-14
2020 Palermo R32,W vs Podoroska,17.8%,28.9%,57.1%,20.7%,34.5%,56.5%,21.4%,73.3%,100.0%,14.3%,21.4%,58.3%,16.7%,37.5%,100.0%,25
2019 US Open R32,L vs Wang,9.9%,18.3%,51.6%,8.7%,19.6%,47.6%,42.9%,52.0%,60.0%,12.0%,16.0%,59.1%,0.0%,92.3%,100.0%,-104
2019 New York Q3,L vs Mandlik,32.6%,40.4%,44.4%,40.7%,49.2%,45.7%,67.9%,41.9%,75.0%,20.8%,29.2%,42.1%,0.0%,68.8%,100.0%,68
2019 Lausanne F,W vs Cornet,18.8%,30.4%,43.6%,20.5%,36.4%,42.9%,23.8%,78.3%,60.0%,16.7%,20.8%,45.0%,9.1%,76.9%,-,-104
2019 Lausanne SF,W vs Pera,29.3%,36.2%,57.5%,32.4%,43.2%,60.0%,10.5%,88.9%,100.0%,25.0%,25.0%,53.3%,14.3%,46.2%,-,-46
2019 Lugano SF,L vs Hercog,6.7%,16.7%,44.6%,8.1%,18.9%,35.3%,5.3%,94.4%,100.0%,4.3%,13.0%,59.1%,11.1%,28.6%,0.0%,-104
2019 Budapest R32,L vs Rus,17.1%,27.1%,41.8%,18.8%,34.4%,30.8%,33.3%,30.0%,25.0%,17.1%,22.9%,51.7%,22.2%,41.2%,50.0%,-9
2017 Roland Garros R128,L vs Radwanska,11.8%,15.7%,35.7%,13.8%,17.2%,32.0%,15.4%,62.5%,100.0%,10.5%,15.8%,41.2%,0.0%,36.4%,0.0%,-9
2016 Roland Garros Q2,L vs King,11.9%,16.8%,47.2%,12.7%,17.5%,47.3%,40.6%,51.6%,60.0%,10.5%,15.8%,47.1%,7.1%,66.7%,50.0%,-104
Career (19 matches),,16.5%,26.0%,46.6%,19.3%,30.1%,45.3%,39.5%,57.3%,63.4%,13.7%,22.1%,48.6%,7.9%,64.0%,76.5%,-25
