Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,1,1,50.0%,3-2,60.0%,23-17,57.5%,0-0,-,2,60.0%,55.0%,0.8%,4.0%,62.9%,59.0%,43.5%,53.2%,50.4%,51.7%,1.08,R16 (Ostrava)
2025,4,2,2,50.0%,4-5,44.4%,47-44,51.6%,0-2,0.0%,4,66.7%,38.6%,3.4%,3.7%,59.5%,62.3%,47.7%,56.4%,46.1%,51.2%,1.06,R16 (2x)
2024,5,1,4,20.0%,6-8,42.9%,57-63,47.5%,0-0,-,5,65.6%,28.8%,0.7%,1.7%,66.4%,57.3%,53.3%,56.0%,41.0%,48.8%,0.93,R16 (Strasbourg)
2023,4,0,4,0.0%,1-8,11.1%,25-52,32.5%,0-1,0.0%,4,33.3%,32.4%,0.0%,2.4%,72.9%,45.7%,36.2%,43.1%,42.6%,42.9%,0.75,R32 (2x)
2022,5,1,4,20.0%,2-8,20.0%,35-57,38.0%,0-2,0.0%,5,46.7%,28.9%,1.5%,2.1%,61.3%,52.7%,42.2%,48.6%,40.4%,44.8%,0.79,R16 (Strasbourg)
2021,34,14,20,41.2%,35-47,42.7%,375-399,48.4%,1-5,16.7%,32,59.6%,38.6%,1.2%,4.0%,60.6%,60.5%,43.8%,54.0%,44.8%,49.5%,0.97,SF (Lyon)
2020,15,11,4,73.3%,21-12,63.6%,167-136,55.1%,2-1,66.7%,15,66.2%,44.2%,2.8%,3.4%,60.5%,60.0%,49.4%,55.8%,46.7%,51.3%,1.06,W (Palermo)
2019,33,16,17,48.5%,38-38,50.0%,354-361,49.5%,4-5,44.4%,33,63.9%,34.6%,1.6%,2.6%,62.0%,60.5%,47.5%,55.5%,43.2%,49.3%,0.97,W (Lausanne)
2018,13,5,8,38.5%,12-19,38.7%,124-153,44.8%,2-0,100.0%,13,51.1%,36.8%,2.0%,4.1%,55.3%,59.4%,39.0%,50.3%,44.8%,47.6%,0.90,QF (Guangzhou)
2017,4,0,4,0.0%,1-8,11.1%,23-50,31.5%,0-0,-,4,44.8%,26.7%,0.0%,3.1%,67.1%,47.1%,45.3%,46.5%,38.9%,42.6%,0.73,R32 (3x)
2015,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,44.4%,12.5%,0.0%,1.8%,74.5%,53.7%,35.7%,49.1%,30.2%,40.8%,0.59,R128 (Roland Garros)
2014,1,0,1,0.0%,0-2,0.0%,6-13,31.6%,0-0,-,1,-,-,0.0%,7.8%,49.0%,40.0%,34.6%,37.3%,43.1%,40.4%,0.69,R128 (Roland Garros)
Career,121,51,70,42.1%,123-159,43.6%,1241-1357,47.8%,9-16,36.0%,119,59.5%,36.7%,1.6%,3.3%,61.2%,58.9%,45.1%,53.5%,44.1%,48.8%,0.95,
