Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Australian Open R128,L vs Kessler,0.0%,-,3.3%,80.0%,12.6%,16.7%,33.3%,10.9%,26.9%,2.1%,16.7%,94,62
2023 Palermo R32,L vs Osorio,0.0%,-,6.7%,66.7%,13.4%,20.7%,0.0%,7.0%,25.0%,1.5%,0.0%,12,11
2023 Roland Garros R128,L vs Peterson,0.0%,-,4.9%,40.0%,11.8%,17.2%,0.0%,5.9%,33.3%,2.0%,50.0%,84,39
2022 Strasbourg R32,W vs Gabueva,0.0%,-,4.2%,80.0%,17.7%,20.0%,40.0%,4.3%,0.0%,0.4%,0.0%,65,47
2021 Montreal R32,L vs Kvitova,0.0%,-,0.0%,0.0%,5.6%,0.0%,0.0%,9.1%,0.0%,0.0%,-,-158,-77
2020 Roland Garros R16,L vs Kenin,0.0%,-,3.8%,100.0%,14.4%,20.0%,0.0%,11.1%,31.3%,2.9%,57.1%,-25,-32
2020 Roland Garros R32,W vs Tig,0.0%,-,11.0%,66.7%,9.1%,10.2%,12.5%,9.4%,28.9%,1.8%,60.0%,-11,-36
2020 Roland Garros R64,W vs Rybakina,0.0%,-,9.3%,81.3%,11.9%,22.0%,50.0%,13.7%,33.3%,2.2%,25.0%,38,11
2020 Palermo F,W vs Kontaveit,0.0%,-,5.2%,37.5%,22.5%,33.3%,75.0%,18.5%,37.5%,2.0%,60.0%,49,32
2020 Palermo QF,W vs Errani,0.0%,-,7.3%,55.6%,19.6%,26.1%,30.8%,13.0%,52.4%,0.4%,0.0%,66,50
2020 Palermo R32,W vs Podoroska,0.0%,-,5.3%,20.0%,13.8%,20.0%,20.0%,6.8%,40.0%,1.5%,66.7%,-9,-6
2019 US Open R32,L vs Wang,0.0%,-,4.9%,71.4%,13.1%,19.6%,22.2%,6.1%,21.1%,0.8%,33.3%,-18,-45
2019 New York Q3,L vs Mandlik,0.0%,-,6.9%,66.7%,10.3%,19.4%,0.0%,7.7%,25.0%,0.7%,0.0%,-44,1
2019 Lausanne F,W vs Cornet,0.0%,-,9.0%,84.6%,21.5%,25.0%,0.0%,7.8%,23.1%,0.7%,50.0%,122,79
2019 Lausanne SF,W vs Pera,0.0%,-,4.4%,83.3%,16.2%,36.4%,0.0%,6.9%,0.0%,1.8%,25.0%,-37,-14
2019 Lugano SF,L vs Hercog,0.0%,-,1.6%,50.0%,17.3%,20.5%,22.2%,3.8%,18.2%,1.5%,25.0%,25,-18
2019 Budapest R32,L vs Rus,1.4%,100.0%,4.8%,71.4%,16.5%,26.1%,11.1%,1.8%,0.0%,1.0%,33.3%,30,8
2017 Roland Garros R128,L vs Radwanska,0.0%,-,10.8%,63.6%,10.8%,17.2%,11.1%,11.0%,29.6%,2.6%,33.3%,78,45
2016 Roland Garros Q2,L vs King,0.0%,-,7.5%,64.3%,11.8%,14.1%,16.7%,7.9%,14.8%,1.0%,40.0%,-83,-93
Career (19 matches),,0.1%,100.0%,6.0%,67.7%,14.2%,19.7%,19.5%,8.5%,26.3%,1.4%,37.7%,12,-2
