Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Australian Open R128,L vs Kessler,67.6%,41.7%,5.6%,3/1,2.41,1.5%,68.0%,35.3%,6.0%,2.35,2.6%,77.8%,57.1%,5.6%,2.48,0.0%
2023 Palermo R32,L vs Osorio,56.5%,51.3%,4.3%,1/2,2.12,0.0%,70.3%,53.8%,5.4%,2.16,0.0%,92.9%,46.2%,7.1%,1.96,0.0%
2023 Roland Garros R128,L vs Peterson,76.7%,27.3%,4.7%,2/0,2.46,2.0%,70.4%,31.6%,0.0%,2.24,2.9%,100.0%,21.4%,14.3%,2.88,0.0%
2022 Strasbourg R32,W vs Gabueva,86.0%,57.1%,3.5%,1/1,2.35,6.0%,90.6%,55.2%,3.1%,2.34,9.4%,87.0%,60.0%,4.3%,2.36,0.0%
2021 Montreal R32,L vs Kvitova,53.8%,54.3%,15.4%,6/4,2.42,2.6%,52.6%,55.0%,13.2%,2.27,4.5%,65.2%,53.3%,21.7%,2.62,0.0%
2020 Roland Garros R16,L vs Kenin,79.5%,46.6%,13.7%,4/6,2.65,11.8%,82.4%,45.2%,2.0%,2.66,18.6%,84.2%,50.0%,47.4%,2.63,0.0%
2020 Roland Garros R32,W vs Tig,81.7%,55.1%,0.8%,0/1,2.37,10.2%,85.2%,53.3%,1.1%,2.18,15.7%,85.2%,60.9%,0.0%,2.63,2.7%
2020 Roland Garros R64,W vs Rybakina,81.4%,60.0%,0.0%,0/0,2.65,6.9%,81.1%,55.8%,0.0%,2.35,12.8%,93.1%,66.7%,0.0%,3.00,0.0%
2020 Palermo F,W vs Kontaveit,76.6%,59.3%,9.1%,3/4,2.50,1.7%,74.4%,50.0%,9.3%,2.29,3.2%,90.0%,70.4%,10.0%,2.72,0.0%
2020 Palermo QF,W vs Errani,87.3%,68.8%,3.6%,2/0,2.46,3.7%,90.0%,69.4%,0.0%,2.49,6.3%,85.7%,66.7%,14.3%,2.40,0.0%
2020 Palermo R32,W vs Podoroska,87.8%,62.8%,2.0%,1/0,2.23,2.9%,89.5%,61.8%,2.6%,2.40,4.3%,100.0%,66.7%,0.0%,1.89,0.0%
2019 US Open R32,L vs Wang,73.6%,37.7%,1.4%,0/1,2.39,0.0%,76.4%,40.5%,1.8%,2.51,0.0%,91.7%,27.3%,0.0%,2.15,0.0%
2019 New York Q3,L vs Mandlik,70.2%,50.8%,1.2%,1/0,2.80,7.5%,69.6%,46.9%,2.2%,2.93,11.4%,90.0%,55.6%,0.0%,2.53,0.0%
2019 Lausanne F,W vs Cornet,82.7%,62.9%,2.7%,1/1,2.34,7.4%,78.0%,50.0%,0.0%,2.15,11.8%,93.8%,76.7%,6.3%,2.67,0.0%
2019 Lausanne SF,W vs Pera,82.1%,54.7%,2.6%,1/1,2.53,7.7%,82.4%,47.6%,0.0%,2.63,12.5%,88.0%,68.2%,8.0%,2.37,0.0%
2019 Lugano SF,L vs Hercog,78.1%,44.0%,1.6%,1/0,2.12,3.8%,81.6%,35.5%,2.6%,2.30,6.5%,82.6%,57.9%,0.0%,1.84,0.0%
2019 Budapest R32,L vs Rus,74.0%,52.6%,0.0%,0/0,2.06,1.9%,67.4%,54.8%,0.0%,1.96,4.0%,83.9%,50.0%,0.0%,2.13,0.0%
2017 Roland Garros R128,L vs Radwanska,76.5%,41.0%,5.9%,2/1,2.34,0.0%,72.4%,33.3%,0.0%,2.36,0.0%,94.7%,50.0%,15.8%,2.31,0.0%
2016 Roland Garros Q2,L vs King,89.5%,48.1%,10.5%,6/3,2.50,4.5%,90.9%,46.0%,3.6%,2.52,3.7%,90.0%,51.9%,23.3%,2.46,5.9%
Career (19 matches),,77.0%,52.2%,4.5%,57.4%,2.42,4.7%,78.2%,49.2%,2.7%,2.39,7.3%,87.7%,57.6%,9.0%,2.47,0.7%
