Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,9,5,4,55.6%,1,0,1,0.0%,2023,2026,R128,9,0.96,2.7%,3.4%,63.6%,59.2%,48.2%,55.2%,43.0%,55.8%,47.0%
Roland Garros,7,Clay,8,1,7,12.5%,1,0,1,0.0%,2019,2025,R128,8,0.85,1.9%,5.3%,59.2%,57.8%,39.5%,50.3%,42.5%,50.0%,38.6%
Wimbledon,3,Grass,5,2,3,40.0%,1,1,0,100.0%,2023,2025,Q2,5,0.99,4.7%,5.5%,66.0%,67.7%,42.5%,59.1%,40.5%,39.1%,40.0%
US Open,2,Hard,3,1,2,33.3%,1,1,0,100.0%,2022,2024,Q2,3,0.96,4.8%,5.6%,58.5%,64.6%,45.5%,56.7%,41.7%,48.1%,33.3%
Cali 125,2,Clay,4,2,2,50.0%,1,0,1,0.0%,2024,2025,QF,4,0.99,2.7%,10.1%,58.6%,60.4%,41.7%,52.7%,46.8%,51.1%,58.8%
W50+H Pazardzhik,1,Clay,7,5,2,71.4%,1,1,0,100.0%,2025,2025,F,7,1.14,1.2%,3.7%,57.0%,66.0%,43.5%,56.4%,49.8%,47.8%,47.1%
Iasi,2,Clay,7,5,2,71.4%,3,1,2,33.3%,2024,2025,QF,7,1.29,3.2%,5.0%,63.9%,68.6%,50.0%,61.9%,49.2%,51.4%,54.0%
Contrexeville 125,2,Clay,5,3,2,60.0%,1,0,1,0.0%,2024,2025,SF,5,1.07,2.3%,4.6%,57.9%,59.0%,46.7%,53.8%,49.4%,56.9%,56.9%
Saint Malo 125,3,Clay,3,0,3,0.0%,1,0,1,0.0%,2023,2025,R32,3,0.80,1.0%,5.1%,61.1%,49.6%,44.2%,47.5%,41.9%,45.2%,33.3%
Paris 125,2,Clay,2,0,2,0.0%,0,0,0,-,2022,2023,R32,2,0.92,2.1%,3.6%,60.9%,59.8%,36.0%,50.5%,45.6%,58.1%,48.0%
