Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,1,0,1,0.0%,0-2,0.0%,6-13,31.6%,0-0,-,1,44.4%,10.0%,0.0%,7.0%,63.2%,61.1%,33.3%,50.9%,26.9%,39.4%,0.55
Clay,12,5,7,41.7%,12-14,46.2%,102-112,47.7%,1-1,50.0%,12,53.5%,41.4%,3.0%,5.0%,56.3%,61.4%,39.5%,51.8%,46.4%,49.1%,0.96
Grand Slams,3,0,3,0.0%,1-6,14.3%,18-37,32.7%,0-0,-,3,40.7%,21.4%,2.7%,2.7%,55.9%,56.2%,36.1%,47.3%,36.4%,42.1%,0.69
Internationals,7,4,3,57.1%,9-7,56.3%,70-61,53.4%,1-0,100.0%,7,62.7%,42.9%,3.6%,5.1%,57.5%,66.7%,41.7%,56.1%,48.0%,52.1%,1.09
Finals,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,1,60.0%,18.2%,1.6%,1.6%,55.6%,54.3%,57.1%,55.6%,35.7%,45.1%,0.80
Semi-finals,1,1,0,100.0%,2-0,100.0%,13-9,59.1%,1-0,100.0%,1,81.8%,30.0%,0.0%,1.4%,58.0%,75.0%,48.3%,63.8%,46.8%,54.8%,1.29
Quarter-finals,2,1,1,50.0%,3-3,50.0%,22-23,48.9%,0-0,-,2,52.2%,45.5%,0.7%,3.5%,58.7%,63.1%,33.9%,51.0%,49.0%,50.0%,1.00
vs Righties,14,6,8,42.9%,14-16,46.7%,122-134,47.7%,2-1,66.7%,14,57.5%,36.4%,2.7%,4.7%,56.5%,62.4%,42.3%,53.6%,44.7%,49.2%,0.96
vs Lefties,1,1,0,100.0%,2-0,100.0%,12-4,75.0%,0-0,-,1,87.5%,62.5%,0.0%,1.8%,57.1%,78.1%,45.8%,64.3%,54.0%,59.4%,1.51
