Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
06-Oct-2025,W50 Heraklion,Clay,F,284,273,Laura Samson [CZE] d. Janicijevic,5-7 6-2 6-1,0.75,1.1%,4.3%,62.4%,58.6%,31.4%,7/14,2:28
15-Sep-2025,W50+H Pazardzhik,clay,F,307,658,Elizara Yaneva [BUL] d. Janicijevic,7-5 6-3,0.80,1.6%,1.6%,55.6%,54.3%,57.1%,2/6,1:44
06-May-2024,W75+H Saint-Gaudens,Clay,F,242,117,(1) Claire Liu [USA] d. Janicijevic,6-1 6-7(3) 6-0,,,,,,,,
01-Apr-2024,W75 Florianopolis,Clay,F,232,216,(4) Raluka Serban [CYP] d. (5) Janicijevic,7-5 6-2,,,,,,,,
11-Dec-2023,W60 Vacaria,Clay,F,287,271,(7) Janicijevic d. (6) Francisca Jorge [POR],3-6 6-3 6-2,,,,,,,,
25-Sep-2023,W25 Lujan,Clay,F,316,842,(4) Janicijevic d. (Q) Julieta Lara Estable [ARG],6-4 7-6(0),,,,,,,,
27-Mar-2023,W25 Sopo,Clay,F,210,230,(5) Janicijevic d. (6) Suzan Lamens [NED],6-4 5-7 6-4,,,,,,,,
05-Sep-2022,W25 Saint-Palais-sur-Mer,Clay,F,208,158,(1) Jessika Ponchet [FRA] d. (2) Janicijevic,6-1 6-4,,,,,,,,
18-Jul-2022,W25 Perugia,Clay,F,244,392,(3) Janicijevic d. (7) Anna Turati [ITA],6-2 6-2,,,,,,,,
04-Jul-2022,W25 Getxo,Clay,F,339,461,Janicijevic d. (Q) Sapfo Sakellaridi [GRE],4-6 6-4 7-5,,,,,,,,
