Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,13,6,7,46.2%,0,0,0,-,2012,2023,R64,11,0.99,1.4%,4.0%,64.4%,58.9%,48.5%,55.2%,44.4%,53.5%,51.1%
Roland Garros,7,Clay,14,7,7,50.0%,1,1,0,100.0%,2012,2024,R32,11,0.91,1.8%,4.6%,58.9%,57.5%,40.9%,50.7%,44.8%,42.7%,52.5%
Wimbledon,6,Grass,7,1,6,14.3%,1,1,0,100.0%,2012,2023,R128,4,0.62,5.1%,4.8%,62.1%,62.1%,40.8%,54.0%,28.3%,46.9%,33.3%
US Open,6,Hard,9,3,6,33.3%,1,1,0,100.0%,2012,2025,R64,9,0.94,2.7%,4.1%,55.8%,63.0%,47.2%,56.0%,41.1%,50.0%,39.1%
Fed Cup,7,,28,17,11,60.7%,3,2,1,66.7%,2010,2020,,8,1.30,2.5%,5.5%,65.9%,63.6%,47.0%,57.9%,54.9%,57.1%,56.4%
Charleston,4,Clay,10,6,4,60.0%,1,1,0,100.0%,2012,2023,R32,9,0.94,1.6%,3.9%,65.1%,55.7%,46.1%,52.4%,44.7%,51.1%,45.7%
Hamburg,2,Clay,2,0,2,0.0%,0,0,0,-,2021,2022,Q1,2,0.67,1.7%,3.4%,64.4%,57.9%,26.2%,46.6%,35.5%,63.0%,66.7%
Rome,3,Clay,7,3,4,42.9%,0,0,0,-,2012,2022,R32,7,0.94,1.7%,2.8%,69.4%,59.0%,46.2%,55.0%,42.2%,64.5%,43.2%
Bogota,5,Clay,15,10,5,66.7%,5,3,2,60.0%,2011,2022,F,14,1.09,2.4%,5.0%,59.5%,62.9%,50.0%,57.7%,46.3%,51.4%,41.5%
Monterrey,2,Hard,3,1,2,33.3%,0,0,0,-,2015,2022,Q2,1,0.63,3.0%,3.0%,68.2%,46.7%,52.4%,48.5%,32.7%,61.5%,0.0%
Indian Wells,4,Hard,5,1,4,20.0%,3,1,2,33.3%,2012,2021,R128,4,0.89,3.3%,4.3%,67.3%,52.5%,37.8%,47.7%,46.3%,43.2%,50.0%
