Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2022 W25 Tucuman F,L vs Fruhvirtova,0.89,0.86,77.5,6.6,2.4%,53.7%,5.0%,50.0%,38.3%,54.5%
2019 W60 Landisville PA QF,L vs Duval,0.98,0.64,38.2,2.0,-,45.9%,-,41.2%,41.4%,30.4%
2019 W60 Landisville PA R16,W vs Gracheva,1.12,1.10,66.8,4.0,-,56.3%,-,73.3%,39.1%,30.0%
2019 W60 Torun R16,L vs Kostyuk,1.01,0.92,51.3,2.3,-,41.7%,-,53.8%,49.0%,46.7%
2019 Nurnberg R32,L vs Barthel,1.00,0.73,56.0,2.8,-,57.4%,-,48.9%,31.6%,36.4%
2019 W25 Rome QF,L vs Scala,0.85,0.88,92.4,1000.0,-,52.9%,-,53.8%,54.4%,41.5%
2019 W25 Rome R16,W vs Hesse,1.13,1.21,55.2,2.5,1.9%,61.5%,0.0%,56.0%,44.4%,43.9%
2019 W25 Rome R32,W vs Wasserson,0.74,2.12,36.5,2.0,0.0%,73.7%,5.9%,76.5%,70.0%,73.7%
2019 W25 Tunis SF,L vs Cristian,1.02,0.69,49.8,2.0,0.0%,45.9%,0.0%,50.0%,33.3%,38.1%
2019 W25 Tunis QF,W vs Burillo Escorihuela,1.01,1.66,43.9,2.4,0.0%,62.5%,0.0%,63.6%,53.8%,68.2%
2019 W25 Tunis R16,W vs Gracheva,0.94,1.34,44.1,2.2,0.0%,69.2%,0.0%,45.5%,55.6%,63.9%
2019 W25 Tunis R32,W vs Bahri,0.95,2.26,35.0,2.0,0.0%,68.4%,6.3%,81.3%,57.7%,65.2%
2017 Antalya $15K F,L vs Lukas,1.01,0.87,72.8,2.8,0.0%,40.4%,0.0%,46.9%,49.1%,48.0%
2017 Antalya $15K SF,W vs Dinu,1.08,2.58,38.8,2.0,0.0%,87.5%,0.0%,77.3%,46.2%,36.4%
2017 Antalya $15K QF,W vs Biskic,0.96,1.68,42.0,2.6,0.0%,63.6%,0.0%,61.3%,60.0%,72.2%
2017 Antalya $15K R16,W vs Muramatsu,1.20,1.77,41.6,3.3,0.0%,44.4%,0.0%,61.8%,71.4%,68.4%
2017 Antalya $15K R32,W vs Stoilkovska,1.00,2.91,31.1,2.2,0.0%,75.0%,0.0%,75.0%,68.4%,77.8%
2017 Antalya $15K R16,L vs Bondar,0.85,0.74,51.9,2.5,0.0%,51.2%,0.0%,57.9%,46.2%,33.3%
2017 Antalya $15K R32,W vs Ozturk,1.31,2.80,27.4,2.0,0.0%,76.5%,0.0%,57.1%,60.0%,78.3%
2017 Santa Margherita Di Pula $25K R32,L vs Poznikhirenko,1.01,0.84,71.3,4.8,0.0%,46.3%,0.0%,48.7%,45.8%,41.1%
2022 (1 matches),,0.89,0.86,77.5,6.6,2.4%,53.7%,5.0%,50.0%,38.3%,54.5%
2019 (11 matches),,0.99,1.06,56.6,2.5,0.2%,55.1%,0.5%,56.4%,47.4%,46.9%
2017 (21 matches),,1.02,1.11,62.4,2.9,0.5%,55.8%,0.7%,55.5%,48.8%,47.5%
2016 (25 matches),,1.05,1.13,58.0,2.6,0.8%,55.1%,0.9%,54.8%,48.5%,48.7%
2015 (11 matches),,0.99,1.03,60.9,3.0,0.0%,55.7%,1.6%,52.9%,47.3%,47.6%
Career (142 matches),,1.01,1.03,58.3,2.7,1.0%,54.5%,1.1%,55.0%,45.5%,46.2%
