Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2022 W25 Tucuman F,L vs Fruhvirtova,69% (9/13),67% (6/9),1/5,62% (8/13),25% (2/8),3/6,1/1,0/1,0/0,0/1
2019 W60 Landisville PA QF,L vs Duval,20% (2/10),100% (2/2),2/4,88% (7/8),29% (2/7),0/2,0/0,1/2,0/0,1/1
2019 W60 Landisville PA R16,W vs Gracheva,25% (4/16),75% (3/4),0/1,31% (5/16),60% (3/5),2/3,2/2,0/1,1/1,0/0
2019 W60 Torun R16,L vs Kostyuk,48% (10/21),80% (8/10),2/7,38% (8/21),0% (0/8),2/6,0/0,1/3,0/0,0/0
2019 Nurnberg R32,L vs Barthel,23% (3/13),100% (3/3),1/4,54% (7/13),29% (2/7),1/3,1/1,0/1,0/0,0/1
2019 W25 Rome QF,L vs Scala,63% (12/19),75% (9/12),4/6,37% (7/19),0% (0/7),5/8,0/3,1/1,0/2,1/1
2019 W25 Rome R16,W vs Hesse,46% (6/13),67% (4/6),0/2,31% (4/13),25% (1/4),3/4,2/2,0/1,1/1,0/0
2019 W25 Rome R32,W vs Wasserson,100% (6/6),100% (6/6),1/1,29% (2/7),50% (1/2),5/6,2/2,0/0,1/1,0/0
2019 W25 Tunis SF,L vs Cristian,22% (2/9),100% (2/2),0/3,78% (7/9),29% (2/7),0/2,0/0,1/3,0/0,0/1
2019 W25 Tunis QF,W vs Burillo Escorihuela,75% (6/8),100% (6/6),2/3,33% (3/9),0% (0/3),5/6,2/2,0/0,1/1,0/0
2019 W25 Tunis R16,W vs Gracheva,89% (8/9),88% (7/8),2/3,38% (3/8),0% (0/3),3/5,0/1,0/0,0/1,0/0
2019 W25 Tunis R32,W vs Bahri,88% (7/8),86% (6/7),1/1,14% (1/7),0% (0/1),3/4,0/0,0/0,0/0,0/0
2017 Antalya $15K F,L vs Lukas,50% (7/14),86% (6/7),3/8,73% (11/15),9% (1/11),2/6,0/1,1/3,0/0,1/2
2017 Antalya $15K SF,W vs Dinu,38% (3/8),100% (3/3),0/0,0% (0/9),- (0/0),3/3,2/2,0/0,1/1,0/0
2017 Antalya $15K QF,W vs Biskic,86% (6/7),83% (5/6),0/0,43% (3/7),100% (3/3),5/5,2/2,0/0,1/1,0/0
2017 Antalya $15K R16,W vs Muramatsu,88% (7/8),100% (7/7),3/4,67% (6/9),33% (2/6),5/7,2/2,0/0,1/1,0/0
2017 Antalya $15K R32,W vs Stoilkovska,86% (6/7),100% (6/6),0/0,0% (0/6),- (0/0),4/4,0/0,0/0,0/0,0/0
2017 Antalya $15K R16,L vs Bondar,31% (4/13),75% (3/4),1/4,54% (7/13),29% (2/7),2/2,0/1,0/1,0/0,0/0
2017 Antalya $15K R32,W vs Ozturk,100% (7/7),100% (7/7),1/1,17% (1/6),0% (0/1),4/5,0/1,0/0,0/0,0/0
2017 Santa Margherita Di Pula $25K R32,L vs Poznikhirenko,54% (7/13),57% (4/7),2/5,62% (8/13),13% (1/8),2/4,1/1,0/2,0/0,0/1
2022 (1 matches),,69.2%,66.7%,20.0%,61.5%,25.0%,50.0%,100.0%,0.0%,-,0.0%
2019 (11 matches),,50.0%,84.8%,42.9%,41.5%,20.4%,59.2%,69.2%,33.3%,57.1%,50.0%
2017 (21 matches),,53.6%,82.5%,36.6%,47.7%,23.8%,69.4%,75.0%,57.9%,80.0%,50.0%
2016 (25 matches),,58.5%,78.1%,42.2%,48.1%,22.6%,65.7%,62.5%,50.0%,64.3%,37.5%
2015 (11 matches),,56.6%,76.8%,40.0%,50.0%,15.0%,64.4%,71.4%,50.0%,100.0%,66.7%
Career (142 matches),,50.2%,78.5%,35.6%,48.8%,21.3%,65.7%,71.2%,54.4%,72.0%,48.2%
