Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Austin F,L vs Stearns,9.3%,71.4%,11.3%,70.0%,9.6%,20.0%,0.0%,4.6%,0.0%,0.0%,-,55,81
2025 US Open R16,L vs Krejcikova,2.9%,66.7%,6.9%,56.3%,13.2%,24.1%,20.0%,11.4%,23.8%,1.8%,50.0%,7,1
2025 US Open R32,W vs Andreeva,8.0%,100.0%,21.6%,83.3%,10.0%,21.4%,0.0%,21.7%,44.4%,1.4%,0.0%,177,130
2025 Cincinnati R32,L vs Bouzas Maneiro,1.6%,0.0%,7.5%,77.8%,11.4%,9.5%,20.0%,13.5%,37.5%,2.4%,25.0%,114,60
2025 Miami R64,W vs Putintseva,1.1%,100.0%,9.4%,82.4%,8.0%,25.0%,0.0%,17.6%,25.0%,1.6%,25.0%,145,129
2024 Cincinnati R32,W vs Kasatkina,3.7%,33.3%,11.7%,85.7%,7.7%,17.4%,0.0%,11.3%,0.0%,2.9%,57.1%,107,119
2024 Charleston R64,W vs Kenin,2.8%,100.0%,5.9%,85.7%,12.1%,6.7%,0.0%,16.7%,100.0%,2.8%,75.0%,45,114
2024 Miami R32,L vs Rybakina,0.0%,-,6.0%,58.3%,15.7%,26.9%,0.0%,9.7%,22.2%,1.1%,0.0%,92,71
2023 US Open R32,L vs Muchova,12.9%,66.7%,26.4%,60.5%,13.0%,22.6%,10.0%,9.8%,14.3%,0.4%,100.0%,57,37
2023 Roland Garros R128,L vs Potapova,3.4%,0.0%,8.0%,44.4%,7.4%,15.4%,25.0%,5.0%,0.0%,5.8%,25.0%,17,28
2023 Roland Garros Q3,L vs Timofeeva,3.0%,50.0%,11.6%,81.3%,12.6%,12.5%,0.0%,9.5%,20.0%,3.0%,25.0%,16,6
2022 San Jose R32,W vs Hunter,0.0%,-,11.6%,72.7%,6.8%,15.8%,0.0%,17.9%,40.0%,0.0%,-,-13,44
2019 US Open R16,L vs Andreescu,30.8%,37.5%,25.0%,48.8%,18.4%,23.5%,0.0%,8.9%,16.7%,0.0%,-,25,22
2019 US Open R32,W vs Cirstea,83.1%,63.0%,56.2%,63.0%,17.9%,33.3%,33.3%,35.3%,0.0%,0.0%,-,138,140
2019 US Open R64,W vs Halep,65.1%,62.3%,55.6%,61.8%,8.6%,10.5%,11.1%,17.5%,42.9%,0.0%,-,149,101
2019 Wimbledon R64,L vs Bertens,15.3%,70.6%,24.9%,76.0%,14.2%,16.2%,10.0%,4.2%,20.0%,1.8%,20.0%,65,56
2019 Miami R64,L vs Halep,0.0%,-,5.6%,20.0%,7.5%,8.0%,6.3%,7.3%,0.0%,0.5%,0.0%,-45,-34
2018 Roland Garros R64,L vs Halep,0.0%,-,10.1%,63.6%,8.8%,11.5%,0.0%,2.2%,0.0%,2.1%,75.0%,47,32
2018 ITF Dothan R32,W vs Eikeri,2.3%,100.0%,15.2%,82.4%,14.9%,12.0%,27.8%,14.6%,18.2%,1.6%,25.0%,-24,-13
2017 ITF Waco F,W vs Tomljanovic,0.0%,-,10.8%,83.3%,8.2%,13.3%,0.0%,11.5%,14.3%,0.7%,50.0%,-63,-21
Last 52 Weeks (4 matches),,5.1%,73.3%,10.8%,72.5%,11.3%,19.0%,8.7%,11.9%,27.9%,1.4%,33.3%,67,55
Career (25 matches),,12.9%,61.5%,17.2%,67.1%,11.2%,16.5%,7.5%,10.5%,20.7%,1.4%,34.2%,53,50
