Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Austin F,L vs Stearns,67.0%,49.3%,4.0%,2/2,2.89,6.7%,63.5%,52.5%,3.2%,2.96,7.7%,84.4%,44.4%,6.3%,2.81,5.3%
2025 US Open R16,L vs Krejcikova,80.5%,51.5%,5.7%,3/4,2.42,20.7%,84.8%,43.3%,3.8%,2.36,28.8%,84.2%,68.8%,10.5%,2.58,0.0%
2025 US Open R32,W vs Andreeva,71.2%,54.8%,0.0%,0/0,1.67,20.5%,77.1%,55.6%,0.0%,1.69,18.2%,78.9%,53.3%,0.0%,1.50,33.3%
2025 Cincinnati R32,L vs Bouzas Maneiro,64.3%,50.0%,7.1%,1/3,2.46,5.8%,65.8%,44.0%,7.9%,2.44,8.1%,78.6%,63.6%,7.1%,2.53,0.0%
2025 Miami R64,W vs Putintseva,77.1%,57.8%,6.0%,1/4,2.75,20.6%,79.4%,52.0%,6.3%,2.71,31.7%,73.7%,78.6%,5.3%,2.84,0.0%
2024 Cincinnati R32,W vs Kasatkina,67.1%,54.5%,2.4%,0/2,2.48,28.8%,76.9%,45.0%,1.9%,2.40,42.1%,78.9%,80.0%,5.3%,2.62,4.8%
2024 Charleston R64,W vs Kenin,66.7%,58.3%,2.8%,1/1,2.09,4.0%,73.8%,58.1%,2.4%,1.84,7.1%,73.9%,58.8%,4.3%,2.41,0.0%
2024 Miami R32,L vs Rybakina,59.4%,54.0%,2.8%,3/0,2.40,3.2%,48.3%,44.8%,3.3%,2.26,4.8%,79.1%,61.8%,2.3%,2.70,0.0%
2023 US Open R32,L vs Muchova,78.1%,36.8%,2.7%,1/1,2.30,22.6%,71.1%,31.3%,4.4%,2.45,36.7%,89.3%,44.0%,0.0%,2.08,4.3%
2023 Roland Garros R128,L vs Potapova,70.4%,34.2%,3.7%,1/1,2.52,7.1%,81.3%,23.1%,3.1%,2.49,10.7%,70.6%,58.3%,5.9%,2.59,0.0%
2023 Roland Garros Q3,L vs Timofeeva,87.0%,58.3%,5.8%,2/2,2.34,13.0%,88.9%,60.0%,2.2%,2.18,26.9%,90.9%,55.0%,13.6%,2.49,0.0%
2022 San Jose R32,W vs Hunter,76.7%,45.5%,4.7%,1/1,2.58,0.0%,88.5%,39.1%,7.7%,2.74,0.0%,83.3%,60.0%,0.0%,2.34,0.0%
2019 US Open R16,L vs Andreescu,65.9%,42.6%,15.9%,3/10,2.19,0.0%,73.7%,40.5%,17.5%,2.07,0.0%,70.6%,50.0%,17.6%,2.40,0.0%
2019 US Open R32,W vs Cirstea,75.4%,63.0%,18.0%,7/4,2.79,6.8%,79.4%,55.6%,23.5%,2.54,10.3%,73.1%,73.7%,11.5%,3.21,0.0%
2019 US Open R64,W vs Halep,76.1%,45.7%,9.8%,5/4,2.44,1.2%,76.7%,41.3%,11.7%,2.20,1.8%,85.7%,54.2%,7.1%,2.61,0.0%
2019 Wimbledon R64,L vs Bertens,77.3%,41.2%,12.5%,5/6,2.29,9.2%,80.9%,39.5%,12.8%,2.19,14.3%,83.3%,43.3%,13.9%,2.39,2.6%
2019 Miami R64,L vs Halep,82.6%,31.6%,2.2%,1/0,2.36,0.0%,88.6%,29.0%,2.9%,2.33,0.0%,100.0%,42.9%,0.0%,2.41,0.0%
2018 Roland Garros R64,L vs Halep,87.0%,35.0%,4.3%,2/0,2.57,2.0%,83.3%,28.0%,6.7%,2.65,2.9%,93.8%,46.7%,0.0%,2.41,0.0%
2018 ITF Dothan R32,W vs Eikeri,89.2%,55.2%,0.0%,0/0,2.63,0.0%,91.8%,55.6%,0.0%,2.71,0.0%,81.3%,53.8%,0.0%,2.46,0.0%
2017 ITF Waco F,W vs Tomljanovic,86.1%,52.9%,13.9%,5/6,2.59,17.5%,82.5%,46.8%,10.5%,2.48,20.5%,100.0%,66.7%,23.8%,2.97,7.7%
Last 52 Weeks (4 matches),,72.2%,51.2%,4.4%,40.0%,2.41,14.2%,74.0%,47.8%,3.7%,2.35,18.1%,82.5%,57.6%,6.8%,2.57,4.8%
Career (25 matches),,74.4%,49.2%,6.0%,48.6%,2.43,9.4%,76.5%,44.9%,6.1%,2.37,13.7%,81.7%,57.6%,6.7%,2.52,1.6%
