Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,16,6,10,37.5%,8,4,4,50.0%,2015,2026,R64,13,0.91,6.2%,4.1%,68.4%,62.4%,47.5%,57.7%,38.6%,64.5%,29.2%
Roland Garros,9,Clay,20,10,10,50.0%,3,3,0,100.0%,2014,2025,R32,20,0.97,2.7%,3.5%,66.2%,61.0%,47.0%,56.2%,42.3%,58.4%,44.8%
Wimbledon,8,Grass,16,8,8,50.0%,4,0,4,0.0%,2014,2025,R64,13,1.05,5.6%,3.2%,64.6%,65.3%,49.0%,59.5%,42.3%,62.2%,45.7%
US Open,13,Hard,33,20,13,60.6%,7,4,3,57.1%,2011,2025,R16,28,1.06,5.3%,3.7%,65.2%,67.1%,49.2%,60.9%,41.3%,58.7%,42.5%
Miami,7,Hard,24,17,7,70.8%,9,7,2,77.8%,2017,2026,R32,24,1.12,6.5%,3.2%,67.0%,67.0%,53.3%,62.5%,42.1%,55.5%,48.8%
Indian Wells,11,Hard,25,14,11,56.0%,9,9,0,100.0%,2013,2026,R64,25,1.05,4.2%,3.8%,63.5%,63.1%,51.4%,58.8%,43.3%,58.2%,43.4%
Austin,3,Hard,8,5,3,62.5%,4,2,2,50.0%,2023,2026,F,8,1.08,6.0%,4.2%,65.5%,66.9%,48.8%,60.7%,42.3%,61.0%,39.4%
Cincinnati,8,Hard,23,15,8,65.2%,5,3,2,60.0%,2014,2025,R16,22,1.05,5.6%,3.3%,67.4%,64.4%,46.2%,58.5%,43.5%,60.5%,43.5%
Washington,5,Hard,13,8,5,61.5%,3,1,2,33.3%,2013,2025,QF,13,1.03,6.9%,6.2%,60.5%,66.0%,51.2%,60.2%,41.0%,72.2%,45.3%
Rome,2,Clay,6,4,2,66.7%,0,0,0,-,2023,2024,R32,6,1.13,4.1%,2.5%,67.4%,67.1%,45.9%,60.2%,44.9%,64.3%,35.7%
