Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
7,Sachia Vickery [USA],3,4,42.9%,1,1,0,100.0%,2013,2020,5,0.86,3.1%,2.5%,71.3%,53.7%,45.7%,51.4%,41.8%,52.2%,45.5%
6,Sofia Kenin [USA],3,3,50.0%,1,0,1,0.0%,2017,2025,5,1.00,13.8%,3.7%,67.0%,63.8%,43.9%,57.2%,42.7%,55.6%,38.5%
6,Jamie Loeb [USA],2,4,33.3%,3,1,2,33.3%,2015,2023,1,0.66,3.6%,9.1%,65.5%,66.7%,36.8%,56.4%,28.8%,57.1%,50.0%
6,Sesil Karatantcheva [KAZ],4,2,66.7%,2,2,0,100.0%,2014,2019,0,,,,,,,,,,
6,Jennifer Brady [USA],4,2,66.7%,1,1,0,100.0%,2015,2017,1,1.43,5.7%,2.9%,57.1%,72.5%,66.7%,70.0%,42.9%,50.0%,21.4%
5,Katie Volynets [USA],4,1,80.0%,1,1,0,100.0%,2022,2024,1,2.15,14.3%,0.0%,47.6%,95.0%,59.1%,76.2%,51.1%,0,57.1%
5,Jessica Pegula [USA],3,2,60.0%,1,1,0,100.0%,2013,2024,3,1.00,6.0%,4.6%,66.8%,66.2%,47.2%,59.9%,39.9%,52.9%,33.3%
5,Francoise Abanda [CAN],5,0,100.0%,0,0,0,-,2014,2022,0,,,,,,,,,,
5,Whitney Osuigwe [USA],3,2,60.0%,0,0,0,-,2018,2022,0,,,,,,,,,,
4,Danielle Collins [USA],3,1,75.0%,2,2,0,100.0%,2016,2025,2,1.09,2.1%,2.8%,62.1%,62.2%,58.2%,60.7%,42.7%,53.3%,53.3%
4,Ann Li [USA],3,1,75.0%,1,0,1,0.0%,2017,2025,1,1.03,3.3%,3.3%,58.7%,57.4%,55.3%,56.5%,44.6%,60.0%,66.7%
4,Ysaline Bonaventure [BEL],3,1,75.0%,1,1,0,100.0%,2017,2023,3,1.10,3.2%,4.3%,70.5%,58.7%,47.6%,55.4%,48.9%,48.6%,48.7%
4,Irina Falconi [USA],1,3,25.0%,3,2,1,66.7%,2014,2019,2,0.67,1.7%,4.0%,59.9%,55.7%,46.5%,52.0%,32.4%,56.0%,44.4%
4,Simona Halep [ROU],1,3,25.0%,1,1,0,100.0%,2017,2019,4,0.71,0.8%,4.1%,65.0%,54.3%,43.0%,50.4%,35.1%,51.3%,31.8%
4,Usue Maitane Arconada [USA],3,1,75.0%,1,0,1,0.0%,2015,2018,0,,,,,,,,,,
