Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Austin F,L vs Stearns,33.8%,39.0%,42.2%,42.2%,51.1%,53.8%,31.6%,69.2%,75.0%,26.9%,26.9%,26.3%,0.0%,58.8%,100.0%,122
2025 US Open R16,L vs Krejcikova,22.0%,30.3%,48.8%,26.3%,37.5%,52.5%,32.4%,55.8%,75.0%,11.5%,11.5%,39.1%,0.0%,0.0%,0.0%,0
2025 US Open R32,W vs Andreeva,19.2%,34.6%,61.5%,19.5%,36.6%,63.6%,10.0%,57.1%,100.0%,25.0%,37.5%,50.0%,0.0%,33.3%,0.0%,90
2025 Cincinnati R32,L vs Bouzas Maneiro,15.6%,26.6%,40.4%,15.9%,27.3%,40.5%,21.7%,66.7%,80.0%,16.7%,27.8%,40.0%,0.0%,90.0%,100.0%,17
2025 Miami R64,W vs Putintseva,27.8%,38.1%,46.9%,34.4%,46.9%,50.0%,26.7%,47.1%,85.7%,18.5%,25.9%,40.9%,0.0%,6.7%,0.0%,56
2024 Cincinnati R32,W vs Kasatkina,32.0%,41.2%,42.6%,41.2%,51.5%,50.0%,36.1%,62.5%,54.5%,12.5%,20.8%,28.6%,10.0%,21.4%,33.3%,0
2024 Charleston R64,W vs Kenin,39.1%,54.3%,64.0%,51.7%,69.0%,78.6%,61.5%,43.8%,-,21.4%,35.7%,45.5%,42.9%,0.0%,0.0%,84
2024 Miami R32,L vs Rybakina,31.6%,42.1%,46.9%,33.3%,45.5%,45.5%,41.2%,50.0%,66.7%,28.6%,35.7%,50.0%,11.1%,21.1%,50.0%,-62
2023 US Open R32,L vs Muchova,21.1%,32.4%,47.3%,27.3%,36.4%,50.0%,28.6%,56.5%,50.0%,11.5%,26.9%,43.5%,0.0%,6.7%,0.0%,-59
2023 Roland Garros R128,L vs Potapova,25.4%,33.9%,31.0%,28.2%,35.9%,28.6%,52.6%,30.0%,20.0%,22.2%,33.3%,35.7%,0.0%,63.6%,100.0%,17
2023 Roland Garros Q3,L vs Timofeeva,20.3%,27.5%,47.3%,27.0%,40.5%,55.6%,60.0%,40.9%,40.0%,12.5%,12.5%,39.3%,10.5%,30.8%,33.3%,-104
2022 San Jose R32,W vs Hunter,40.4%,44.2%,56.7%,48.6%,54.3%,55.6%,26.7%,50.0%,-,25.0%,25.0%,58.3%,0.0%,0.0%,0.0%,-33
2019 US Open R16,L vs Andreescu,22.0%,34.1%,37.1%,28.6%,39.3%,27.5%,30.8%,50.0%,66.7%,8.3%,25.0%,54.5%,0.0%,0.0%,0.0%,-30
2019 US Open R32,W vs Cirstea,33.3%,46.4%,44.4%,36.2%,53.2%,50.0%,39.1%,45.8%,42.9%,28.6%,33.3%,33.3%,0.0%,0.0%,-,-49
2019 US Open R64,W vs Halep,14.2%,34.9%,52.9%,18.3%,43.7%,55.2%,11.4%,22.2%,25.0%,6.5%,19.4%,48.3%,8.3%,0.0%,0.0%,-53
2019 Wimbledon R64,L vs Bertens,19.5%,29.2%,47.1%,27.9%,42.6%,51.0%,30.3%,54.3%,50.0%,7.3%,9.8%,42.1%,16.7%,26.1%,50.0%,-42
2019 Miami R64,L vs Halep,9.1%,13.6%,45.7%,16.0%,20.0%,38.1%,54.5%,21.4%,50.0%,0.0%,7.1%,57.1%,28.6%,57.1%,50.0%,-119
2018 Roland Garros R64,L vs Halep,17.5%,19.0%,36.0%,19.0%,21.4%,35.3%,22.7%,35.0%,100.0%,15.8%,15.8%,37.5%,12.5%,27.3%,0.0%,11
2018 ITF Dothan R32,W vs Eikeri,27.7%,34.0%,57.6%,31.3%,40.6%,59.1%,50.0%,56.3%,-,21.4%,21.4%,54.5%,20.0%,44.4%,50.0%,-23
2017 ITF Waco F,W vs Tomljanovic,32.2%,37.9%,36.8%,32.3%,38.5%,38.6%,38.7%,52.9%,75.0%,35.0%,40.0%,30.8%,44.4%,45.5%,66.7%,6
Last 52 Weeks (4 matches),,23.2%,32.5%,47.7%,26.2%,38.1%,52.3%,25.3%,61.3%,78.6%,19.2%,23.1%,36.5%,0.0%,42.0%,71.4%,69
Career (25 matches),,23.7%,33.2%,45.1%,28.4%,40.0%,46.7%,32.5%,47.9%,59.2%,16.3%,22.0%,42.0%,10.7%,25.9%,30.6%,22
