Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,14,7,7,50.0%,6,1,5,16.7%,2019,2026,R32,14,0.95,6.1%,4.0%,61.5%,67.3%,51.3%,61.1%,36.8%,55.1%,44.0%
Roland Garros,9,Clay,18,9,9,50.0%,14,6,8,42.9%,2015,2025,R16,16,1.01,3.7%,2.9%,63.6%,68.6%,49.0%,61.5%,38.9%,57.2%,40.6%
Wimbledon,7,Grass,27,19,8,70.4%,13,7,6,53.8%,2017,2025,QF,21,1.06,7.2%,3.3%,62.9%,72.2%,51.1%,64.4%,37.9%,62.0%,36.0%
US Open,9,Hard,15,6,9,40.0%,7,3,4,42.9%,2017,2025,R64,13,0.93,6.0%,4.5%,60.2%,68.2%,48.6%,60.4%,36.8%,56.1%,37.3%
Davis Cup,12,,34,17,17,50.0%,18,9,9,50.0%,2012,2025,,18,1.04,7.6%,3.6%,62.3%,69.9%,50.7%,62.7%,38.9%,56.1%,42.9%
Miami Masters,6,Hard,10,4,6,40.0%,5,2,3,40.0%,2019,2026,R32,10,1.00,6.9%,3.0%,61.2%,69.1%,51.7%,62.4%,37.5%,55.0%,37.5%
Santiago,8,Clay,16,9,7,56.3%,6,2,4,33.3%,2013,2026,W,16,1.01,6.8%,3.8%,61.9%,70.1%,49.1%,62.1%,38.3%,58.0%,36.8%
Rio de Janeiro,5,Clay,6,1,5,16.7%,1,0,1,0.0%,2017,2026,R16,6,0.84,5.6%,7.4%,55.4%,65.9%,43.4%,55.9%,37.1%,57.7%,27.5%
Hong Kong,2,Hard,2,0,2,0.0%,0,0,0,-,2024,2026,Q1,2,0.95,7.7%,3.9%,56.8%,71.6%,58.2%,65.8%,32.6%,25.0%,28.6%
Cincinnati Masters,4,Hard,4,0,4,0.0%,2,1,1,50.0%,2019,2025,R64,4,0.85,4.4%,7.6%,56.4%,64.7%,45.6%,56.4%,37.0%,48.7%,32.4%
Bastad,6,Clay,10,4,6,40.0%,1,1,0,100.0%,2014,2025,QF,10,0.99,4.9%,4.1%,62.6%,66.9%,45.7%,59.0%,40.7%,61.4%,37.0%
