Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Australian Open R64,L vs Fritz,0.0%,-,7.4%,66.7%,5.4%,10.5%,0.0%,6.2%,14.3%,1.3%,0.0%,-35,-38
2024 Estoril SF,L vs Hurkacz,0.0%,-,9.9%,76.5%,13.8%,11.4%,14.3%,11.0%,45.5%,2.3%,28.6%,-16,-17
2024 Australian Open R128,L vs Oconnell,2.2%,0.0%,16.2%,63.5%,10.7%,15.0%,6.3%,8.9%,16.7%,1.9%,40.0%,3,22
2023 Shanghai R64,L vs Medvedev,3.5%,100.0%,19.0%,68.2%,5.8%,17.9%,0.0%,4.5%,20.0%,1.0%,0.0%,-69,-62
2023 Indian Wells R32,W vs Ruud,0.0%,-,14.6%,78.3%,13.2%,12.2%,8.3%,5.7%,55.6%,0.4%,100.0%,15,-4
2023 Indian Wells R64,W vs Nishioka,0.0%,-,6.3%,66.7%,10.1%,26.7%,0.0%,4.9%,20.0%,0.0%,-,11,16
2023 Australian Open R128,L vs Korda,0.0%,-,3.8%,75.0%,12.7%,16.2%,16.7%,2.3%,14.3%,1.4%,40.0%,-87,-73
2022 Vienna R32,L vs Sinner,0.0%,-,4.3%,25.0%,8.0%,20.0%,0.0%,6.9%,16.7%,1.2%,0.0%,-64,-89
2022 Astana R32,L vs Djokovic,0.0%,-,13.9%,45.5%,6.8%,5.9%,0.0%,6.5%,50.0%,0.6%,0.0%,-95,-94
2022 Wimbledon QF,L vs Kyrgios,0.0%,-,6.9%,71.4%,15.6%,37.5%,0.0%,10.3%,20.0%,3.0%,12.5%,21,-44
2022 Wimbledon R16,W vs De Minaur,0.0%,-,14.3%,76.9%,14.7%,17.6%,0.0%,8.0%,16.7%,1.8%,28.6%,-35,-37
2022 Rome R64,W vs Passaro,1.9%,100.0%,15.0%,88.2%,9.0%,16.0%,0.0%,7.7%,33.3%,1.6%,0.0%,-63,-60
2022 Madrid R64,W vs Tiafoe,0.0%,-,7.4%,85.7%,16.4%,21.4%,0.0%,7.8%,0.0%,0.0%,-,14,-36
2022 Belgrade R32,L vs Rune,0.0%,-,15.0%,29.4%,9.8%,13.8%,0.0%,1.9%,8.3%,2.9%,37.5%,-47,-66
2021 Gstaad QF,L vs Gaston,0.0%,-,16.1%,61.3%,14.4%,26.8%,0.0%,6.2%,5.9%,2.0%,50.0%,-15,5
2021 Madrid QF,L vs Berrettini,0.0%,-,6.4%,54.5%,19.4%,6.7%,14.3%,3.1%,16.7%,0.8%,50.0%,34,-19
2021 Estoril QF,L vs Norrie,0.0%,-,9.3%,66.7%,9.7%,16.7%,3.3%,5.4%,15.4%,1.3%,40.0%,-39,-31
2021 Santiago F,W vs Bagnis,0.0%,-,7.6%,62.5%,13.9%,26.3%,25.0%,12.9%,25.0%,1.4%,0.0%,2,31
2020 Vienna R16,L vs Thiem,0.0%,-,8.6%,50.0%,7.7%,0.0%,0.0%,10.0%,0.0%,1.4%,50.0%,63,50
2020 Rio De Janeiro F,W vs Mager,0.0%,-,5.0%,87.5%,30.0%,27.3%,50.0%,19.4%,0.0%,3.7%,40.0%,-1,35
Career (41 matches),,0.4%,64.3%,11.4%,68.3%,12.3%,17.2%,7.5%,8.5%,25.4%,1.5%,27.1%,-10,-15
