Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Australian Open R64,L vs Fritz,19.4%,22.6%,31.9%,21.0%,19.5%,24.4%,39.4%,22.0%,50.0%,33.3%,50.0%,22.2%,22.2%,14.3%,91
2024 Estoril SF,L vs Hurkacz,21.8%,33.3%,50.7%,28.5%,25.0%,37.5%,56.3%,34.1%,43.3%,67.6%,50.0%,13.6%,22.7%,36.8%,-13
2024 Australian Open R128,L vs Oconnell,25.7%,33.8%,49.0%,30.8%,33.3%,42.9%,51.8%,42.4%,50.0%,68.2%,50.0%,18.5%,25.9%,45.5%,54
2023 Shanghai R64,L vs Medvedev,16.4%,26.2%,43.8%,23.4%,26.3%,39.5%,57.1%,37.6%,50.0%,50.0%,60.0%,0.0%,5.0%,25.0%,-118
2023 Indian Wells R32,W vs Ruud,16.7%,26.9%,64.5%,26.0%,21.7%,32.6%,75.0%,37.6%,21.1%,70.4%,100.0%,10.3%,20.7%,50.0%,-15
2023 Indian Wells R64,W vs Nishioka,36.2%,42.6%,58.6%,40.9%,50.0%,56.3%,62.5%,56.9%,21.4%,27.8%,-,7.1%,14.3%,53.8%,-45
2023 Australian Open R128,L vs Korda,28.2%,35.0%,45.8%,32.9%,30.2%,39.6%,51.4%,39.4%,33.3%,38.5%,0.0%,27.1%,31.3%,40.0%,-19
2022 Vienna R32,L vs Sinner,15.7%,23.5%,48.8%,17.6%,24.2%,30.3%,44.0%,27.3%,46.7%,55.6%,50.0%,0.0%,12.5%,56.3%,-118
2022 Astana R32,L vs Djokovic,15.9%,29.5%,32.4%,24.3%,18.8%,34.4%,34.6%,30.3%,37.5%,37.5%,66.7%,8.3%,16.7%,27.3%,-79
2022 Wimbledon QF,L vs Kyrgios,26.1%,33.0%,55.0%,32.5%,30.2%,36.5%,54.5%,39.0%,12.0%,28.9%,0.0%,20.0%,30.0%,56.3%,58
2022 Wimbledon R16,W vs De Minaur,16.0%,26.9%,55.1%,24.1%,24.3%,37.8%,54.8%,37.0%,38.8%,62.9%,66.7%,1.8%,9.1%,55.6%,-101
2022 Rome R64,W vs Passaro,16.7%,27.8%,51.2%,28.0%,14.3%,28.6%,60.0%,31.7%,30.8%,72.7%,80.0%,23.5%,29.4%,30.8%,80
2022 Madrid R64,W vs Tiafoe,39.1%,41.3%,46.4%,40.4%,57.1%,57.1%,66.7%,59.3%,46.2%,60.0%,-,11.1%,16.7%,31.3%,-79
2022 Belgrade R32,L vs Rune,12.9%,16.1%,36.7%,14.7%,18.9%,21.6%,43.3%,21.9%,47.4%,88.9%,87.5%,5.0%,10.0%,26.3%,-74
2021 Gstaad QF,L vs Gaston,32.7%,45.5%,48.4%,37.4%,42.9%,55.1%,46.4%,52.7%,40.0%,58.6%,50.0%,25.0%,39.6%,50.0%,37
2021 Madrid QF,L vs Berrettini,26.1%,34.8%,42.9%,28.9%,37.3%,45.1%,43.8%,42.4%,34.6%,76.0%,100.0%,13.9%,25.0%,41.9%,16
2021 Estoril QF,L vs Norrie,25.5%,33.3%,47.3%,30.1%,32.8%,44.8%,59.0%,40.9%,38.5%,46.9%,80.0%,16.7%,19.0%,34.3%,-10
2021 Santiago F,W vs Bagnis,38.1%,49.5%,47.6%,43.6%,43.5%,55.1%,48.7%,51.9%,67.9%,51.2%,50.0%,29.4%,41.2%,45.8%,5
2020 Vienna R16,L vs Thiem,25.5%,31.9%,46.9%,28.9%,33.3%,41.7%,62.5%,40.0%,77.8%,46.7%,100.0%,20.0%,25.0%,31.3%,73
2020 Rio De Janeiro F,W vs Mager,39.0%,51.2%,40.0%,45.5%,40.3%,51.6%,37.8%,48.9%,30.4%,64.1%,75.0%,35.0%,50.0%,46.2%,-79
Career (41 matches),,22.4%,32.0%,49.8%,28.4%,28.7%,39.7%,54.1%,38.5%,42.3%,56.4%,64.0%,13.8%,22.2%,43.7%,19
