Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Australian Open R64,L vs Fritz,8,31,0.3,6.6%,25.4%,6,28,0.2,5.6%,25.9%,3.7%,1.9%,1.2,18.0%,15.6%
2024 Wimbledon R128,L vs Shang,24,23,1.0,12.8%,12.3%,10,21,0.5,6.4%,13.5%,5.1%,0.6%,1.4,20.3%,15.0%
2024 Estoril SF,L vs Hurkacz,24,31,0.8,14.0%,18.1%,19,30,0.6,11.9%,18.9%,5.7%,6.3%,0.9,15.8%,18.1%
2024 Australian Open R128,L vs Oconnell,53,71,0.7,16.5%,22.1%,40,61,0.7,14.5%,22.2%,8.4%,5.8%,1.0,18.7%,18.1%
2023 Shanghai Masters R64,L vs Medvedev,15,27,0.6,12.9%,23.3%,11,24,0.5,11.5%,25.0%,10.4%,1.0%,1.0,13.8%,13.8%
2023 Indian Wells Masters R32,W vs Ruud,41,31,1.3,25.9%,19.6%,36,28,1.3,24.8%,19.3%,18.6%,4.8%,0.6,11.4%,18.4%
2023 Indian Wells Masters R64,W vs Nishioka,28,25,1.1,29.2%,26.0%,20,24,0.8,24.1%,28.9%,9.6%,3.6%,0.5,12.5%,24.0%
2023 Australian Open R128,L vs Korda,19,31,0.6,9.1%,14.9%,14,29,0.5,7.8%,16.2%,6.1%,1.7%,0.9,22.1%,24.0%
2022 Vienna R32,L vs Sinner,13,19,0.7,13.8%,20.2%,10,17,0.6,12.7%,21.5%,5.1%,1.3%,2.1,35.1%,17.0%
2022 Astana R32,L vs Djokovic,5,13,0.4,6.3%,16.5%,4,13,0.3,5.4%,17.6%,4.1%,1.4%,3.8,24.1%,6.3%
2022 US Open R64,L vs De Minaur,26,48,0.5,12.4%,23.0%,24,46,0.5,12.1%,23.1%,8.0%,4.0%,0.7,10.5%,15.3%
2022 US Open R128,W vs Lehecka,31,44,0.7,12.2%,17.3%,25,39,0.6,11.2%,17.4%,8.5%,2.2%,0.5,13.8%,26.0%
2022 Wimbledon QF,L vs Kyrgios,30,23,1.3,14.9%,11.4%,28,18,1.6,16.1%,10.3%,9.8%,4.6%,1.2,17.3%,14.4%
2022 Wimbledon R16,W vs De Minaur,56,72,0.8,15.3%,19.7%,51,63,0.8,15.0%,18.6%,10.3%,4.4%,0.6,8.5%,13.7%
2022 Wimbledon R32,W vs Brooksby,47,55,0.9,21.7%,25.3%,43,51,0.8,21.0%,24.9%,13.2%,6.8%,1.1,8.3%,7.8%
2022 Wimbledon R64,W vs Grenier,37,21,1.8,26.6%,15.1%,32,17,1.9,26.2%,13.9%,18.0%,7.4%,0.6,7.9%,14.4%
2022 Wimbledon R128,W vs Ymer,30,27,1.1,16.1%,14.5%,26,26,1.0,15.7%,15.7%,10.2%,3.6%,0.5,10.2%,20.4%
2022 Rome Masters R64,W vs Passaro,17,18,0.9,15.0%,15.9%,16,16,1.0,14.8%,14.8%,13.0%,1.9%,0.4,11.5%,28.3%
2022 Madrid Masters R64,W vs Tiafoe,27,14,1.9,28.4%,14.7%,21,14,1.5,25.6%,17.1%,7.3%,4.9%,0.8,18.9%,25.3%
2022 Belgrade  R32,L vs Rune,20,35,0.6,17.7%,31.0%,20,30,0.7,19.2%,28.8%,8.7%,3.8%,0.9,19.5%,21.2%
Career (69 matches),,1966,2301,0.9,14.9%,17.5%,1656,2106,0.8,14.0%,17.8%,6.5%,3.3%,0.9,14.4%,16.8%
