Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2022 US Open R64,L vs De Minaur,97.2,105.4,9.4,109.5,103.3,125,76,82.2,6.9,90.0,81.6,94,65
2022 US Open R128,W vs Lehecka,99.6,106.5,15.5,115.3,104.6,126,62,91.3,8.8,95.6,91.3,109,64
2022 Wimbledon QF,L vs Kyrgios,111.8,116.1,5.9,119.7,113.8,128,104,98.6,5.3,103.0,103.0,109,86
2022 Wimbledon R16,W vs De Minaur,106.9,113.9,9.1,118.8,111.4,132,82,94.6,6.1,97.8,92.7,105,79
2022 Wimbledon R32,W vs Brooksby,108.1,116.3,6.9,119.0,114.6,128,102,97.8,6.3,104.1,97.5,114,86
2022 Wimbledon R128,W vs Ymer,107.6,113.5,6.4,116.8,111.1,126,100,97.2,6.0,104.7,103.0,111,85
2021 US Open R64,L vs Laaksonen,105.9,113.0,10.1,121.2,106.4,131,83,92.4,7.6,103.3,93.3,116,78
2021 US Open R128,W vs Gombos,106.9,114.2,9.4,118.0,109.8,128,79,91.5,7.3,100.5,92.0,109,69
2021 Wimbledon R16,L vs Djokovic,109.1,115.9,6.9,117.5,113.7,131,104,98.9,5.5,102.1,97.3,111,87
2021 Wimbledon R32,W vs Martinez,106.5,113.2,7.5,118.3,110.1,125,95,95.9,8.3,102.5,100.0,110,79
2019 US Open R64,L vs De Minaur,105.8,114.3,10.3,120.8,111.2,129,85,94.7,9.2,104.5,101.7,124,78
2019 Roland Garros R64,L vs Wawrinka,102.5,112.7,10.7,,,128,88,89.0,4.7,,,102,79
Career (12 matches),,105.7,113.0,8.9,118.4,109.7,132,62,93.6,7.0,100.8,93.1,124,64
