Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),100,624,124,1671,161,1574,78,1688,75,1619,,,,
2025,79,726,85,1734,105,1641,47,1728,59,1651,,,,
2024,152,382,136,1648,140,1583,100,1639,71,1620,,,,
2023,82,709,68,1755,80,1672,44,1741,,,,,,
2022,85,615,59,1775,86,1662,44,1746,33,1708,,,,
2021,17,2353,53,1794,80,1666,27,1790,37,1703,,,,
2020,22,2170,21,1862,46,1740,12,1863,,,,,,
2019,33,1297,44,1815,62,1728,23,1804,41,1691,345,135,130,1484
2018,84,650,54,1771,104,1638,44,1748,33,1709,501,33,,
2017,311,158,225,1506,225,1457,206,1474,123,1532,521,96,,
2016,211,251,238,1491,306,1336,194,1488,,,429,131,,
2015,321,149,300,1409,334,1295,256,1406,,,576,96,,
2014,252,195,306,1381,328,1288,278,1370,,,360,173,,
2013,388,103,324,1359,346,1264,298,1355,,,540,96,,
2012,923,11,,,,,,,,,1214,12,,
