Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Australian Open R64,L vs Fritz,60.0%,41.7%,3.3%,2/0,2.37,0.0%,47.6%,45.0%,2.4%,2.39,0.0%,94.1%,37.5%,5.9%,2.32,0.0%
2024 Estoril SF,L vs Hurkacz,71.4%,46.7%,3.6%,1/2,2.55,6.1%,64.2%,41.2%,1.9%,2.57,8.5%,89.7%,53.8%,6.9%,2.50,0.0%
2024 Australian Open R128,L vs Oconnell,68.2%,52.5%,1.7%,3/0,2.39,37.0%,59.8%,41.4%,0.0%,2.24,55.4%,84.5%,63.3%,4.2%,2.58,13.6%
2023 Shanghai R64,L vs Medvedev,56.4%,41.9%,3.6%,2/0,2.49,4.3%,52.8%,36.8%,2.8%,2.40,7.4%,92.3%,50.0%,7.7%,2.60,0.0%
2023 Indian Wells R32,W vs Ruud,66.3%,52.8%,3.8%,2/1,2.16,9.7%,59.2%,51.7%,2.0%,2.15,16.7%,82.8%,54.2%,6.9%,2.17,0.0%
2023 Indian Wells R64,W vs Nishioka,69.4%,55.9%,0.0%,0/0,-,24.1%,71.9%,65.2%,0.0%,-,43.8%,78.6%,36.4%,0.0%,-,0.0%
2023 Australian Open R128,L vs Korda,62.9%,43.9%,5.7%,3/3,2.28,2.8%,57.4%,42.9%,4.9%,2.01,5.4%,79.5%,45.2%,7.7%,2.57,0.0%
2022 Vienna R32,L vs Sinner,46.5%,30.0%,2.3%,1/0,-,0.0%,30.8%,25.0%,3.8%,-,0.0%,75.0%,33.3%,0.0%,-,0.0%
2022 Astana R32,L vs Djokovic,62.9%,27.3%,8.6%,1/2,2.61,10.8%,52.4%,36.4%,9.5%,2.56,15.4%,78.6%,18.2%,7.1%,2.73,0.0%
2022 Wimbledon QF,L vs Kyrgios,55.3%,58.7%,1.8%,1/1,-,11.7%,46.9%,57.9%,1.2%,-,13.6%,86.2%,60.0%,3.4%,-,6.3%
2022 Wimbledon R16,W vs De Minaur,70.9%,51.5%,5.8%,5/6,2.24,10.9%,66.0%,52.9%,5.7%,2.18,13.1%,84.2%,50.0%,6.6%,2.32,7.4%
2022 Rome R64,W vs Passaro,83.1%,67.3%,8.5%,4/1,2.18,4.9%,82.9%,62.1%,0.0%,2.00,7.1%,90.9%,75.0%,22.7%,2.58,0.0%
2022 Madrid R64,W vs Tiafoe,63.3%,80.6%,6.1%,3/0,-,3.6%,51.4%,83.3%,0.0%,-,8.3%,100.0%,76.9%,23.1%,-,0.0%
2022 Belgrade R32,L vs Rune,82.4%,47.6%,5.9%,1/2,-,0.0%,81.1%,50.0%,2.7%,-,0.0%,100.0%,41.7%,16.7%,-,0.0%
2021 Gstaad QF,L vs Gaston,76.1%,42.9%,9.8%,5/4,2.07,5.0%,69.4%,32.4%,8.2%,2.07,11.5%,92.3%,52.8%,12.8%,2.07,0.0%
2021 Madrid QF,L vs Berrettini,65.0%,46.2%,0.0%,0/0,2.25,4.8%,51.9%,39.3%,0.0%,2.31,9.4%,100.0%,54.2%,0.0%,2.19,0.0%
2021 Estoril QF,L vs Norrie,83.7%,37.7%,10.9%,4/6,2.02,2.7%,80.4%,35.6%,1.8%,1.91,5.1%,94.1%,40.6%,26.5%,2.14,0.0%
2021 Santiago F,W vs Bagnis,71.7%,44.7%,2.8%,1/2,2.49,7.9%,62.7%,48.6%,0.0%,2.46,12.8%,95.1%,41.0%,7.3%,2.54,0.0%
2020 Vienna R16,L vs Thiem,58.7%,33.3%,4.3%,1/1,-,9.4%,43.3%,38.5%,0.0%,-,18.8%,93.3%,28.6%,13.3%,-,0.0%
2020 Rio De Janeiro F,W vs Mager,61.0%,55.3%,14.3%,5/6,2.64,6.0%,56.0%,39.3%,14.0%,2.73,8.1%,82.6%,78.9%,17.4%,2.38,0.0%
Career (41 matches),,67.9%,49.9%,4.0%,56.9%,2.28,11.0%,62.7%,47.4%,2.3%,2.26,16.8%,84.2%,53.2%,7.7%,2.30,2.7%
