Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,27,14,13,51.9%,8,2,6,25.0%,2005,2018,QF,24,1.05,6.2%,6.0%,62.5%,69.9%,48.8%,62.0%,39.8%,64.6%,38.6%
Roland Garros,14,Clay,37,22,15,59.5%,11,9,2,81.8%,2005,2018,F,33,1.10,5.2%,5.0%,63.3%,68.6%,45.8%,60.2%,43.7%,60.6%,44.4%
Wimbledon,13,Grass,31,18,13,58.1%,13,6,7,46.2%,2005,2018,SF,29,1.11,6.8%,5.0%,63.7%,71.9%,50.2%,64.0%,39.8%,62.1%,41.0%
US Open,15,Hard,32,17,15,53.1%,7,1,6,14.3%,2004,2018,R16,27,1.03,4.9%,5.3%,62.3%,65.2%,48.1%,58.8%,42.5%,52.3%,42.2%
Olympics,3,,6,3,3,50.0%,1,0,1,0.0%,2008,2016,R16,3,1.06,7.2%,2.8%,57.8%,69.2%,61.8%,66.1%,36.0%,36.4%,42.1%
Fed Cup,10,,24,13,11,54.2%,7,6,1,85.7%,2006,2015,,1,1.36,7.1%,3.6%,60.7%,73.5%,50.0%,64.3%,48.5%,66.7%,50.0%
Prague,6,Clay,12,7,5,58.3%,3,3,0,100.0%,2010,2024,W,9,1.12,6.9%,4.8%,66.1%,70.7%,52.3%,64.5%,39.8%,72.5%,44.6%
Quebec City,6,Hard,21,16,5,76.2%,5,2,3,40.0%,2009,2018,W,16,1.25,7.6%,4.9%,63.6%,73.3%,54.2%,66.3%,42.1%,67.1%,41.7%
Montreal,6,Hard,15,9,6,60.0%,4,3,1,75.0%,2006,2018,SF,15,1.11,5.8%,5.3%,62.2%,68.9%,50.9%,62.1%,42.1%,55.7%,42.0%
Dubai,8,Hard,15,7,8,46.7%,4,2,2,50.0%,2006,2018,QF,12,0.99,5.6%,6.3%,60.7%,70.1%,44.8%,60.1%,39.5%,57.8%,35.5%
Doha,9,Hard,23,15,8,65.2%,8,4,4,50.0%,2005,2018,W,19,1.08,5.9%,4.8%,65.1%,69.9%,49.9%,62.9%,39.8%,61.8%,36.9%
Sydney,7,Hard,12,5,7,41.7%,9,5,4,55.6%,2008,2018,QF,10,0.93,4.5%,6.7%,60.1%,68.9%,47.9%,60.5%,36.8%,69.5%,33.3%
