Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2018 Quebec City R32,L vs Jabeur,71% (15/21),20% (2/10),1/2,0/0,71% (5/7),0/2,0/1,33% (2/6),40% (2/5)
2018 US Open R64,L vs Barty,70% (7/10),50% (1/2),0/0,0/0,40% (2/5),3/5,2/3,- (0/0),- (0/0)
2018 US Open R128,W vs Martic,53% (9/17),43% (3/7),2/5,1/1,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2018 Montreal R32,L vs Goerges,73% (11/15),29% (2/7),1/1,0/0,57% (4/7),6/8,1/2,- (0/0),- (0/0)
2018 Montreal R64,W vs Saville,47% (8/17),50% (9/18),2/4,1/2,53% (9/17),2/3,1/1,- (0/0),- (0/0)
2018 Wimbledon R32,L vs Makarova,67% (10/15),33% (1/3),1/2,0/0,63% (5/8),2/4,0/1,- (0/0),- (0/0)
2018 Wimbledon R64,W vs Radwanska,59% (10/17),33% (3/9),2/3,1/2,91% (10/11),2/2,0/0,- (0/0),- (0/0)
2018 Wimbledon R128,W vs Bondarenko,83% (10/12),67% (2/3),2/3,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2018 Mallorca QF,L vs Maria,69% (11/16),42% (5/12),1/2,0/0,38% (3/8),2/4,1/2,60% (3/5),0% (0/5)
2018 Mallorca R16,W vs Azarenka,57% (8/14),80% (4/5),2/2,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2018 Mallorca R32,W vs Kostyuk,53% (9/17),40% (4/10),2/4,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2018 Roland Garros R64,L vs Pliskova,69% (9/13),40% (2/5),1/1,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2018 Roland Garros R128,W vs Ponchet,57% (8/14),31% (4/13),2/10,1/8,- (0/0),0/0,0/0,- (0/0),- (0/0)
2018 Strasbourg R16,L vs Hsieh,31% (4/13),14% (1/7),0/0,0/0,64% (7/11),5/7,5/6,- (0/0),- (0/0)
2018 Strasbourg R32,W vs Melnikova,67% (8/12),42% (8/19),2/4,1/2,33% (3/9),1/2,0/0,- (0/0),- (0/0)
2018 Dubai R32,L vs Garcia,64% (7/11),20% (1/5),0/0,0/0,50% (3/6),0/2,0/1,- (0/0),- (0/0)
2018 Doha R64,L vs Goerges,71% (5/7),100% (1/1),0/0,0/0,0% (0/4),0/2,0/1,- (0/0),- (0/0)
2018 Australian Open R32,L vs Pliskova,79% (11/14),0% (0/1),0/1,0/0,50% (1/2),0/2,0/1,71% (5/7),14% (1/7)
2018 Australian Open R64,W vs Cirstea,53% (8/15),80% (4/5),2/4,1/3,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2018 Australian Open R128,W vs Tomljanovic,82% (9/11),44% (4/9),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2018 (21 matches),,63.2%,40.1%,48.1%,41.7%,55.9%,50.0%,47.6%,59.4%,29.0%
2017 (51 matches),,61.2%,45.3%,59.4%,60.7%,64.4%,54.9%,61.4%,56.7%,44.3%
2016 (30 matches),,60.5%,38.2%,55.2%,56.5%,55.3%,44.9%,57.5%,62.9%,46.4%
2015 (37 matches),,62.4%,39.0%,48.2%,39.7%,60.0%,47.6%,46.2%,63.4%,43.1%
2014 (52 matches),,64.5%,44.8%,55.5%,61.1%,62.0%,55.9%,61.2%,62.5%,33.9%
Career (304 matches),,62.1%,42.9%,53.2%,52.7%,59.3%,51.6%,52.8%,60.3%,41.9%
