Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2017 Quebec City SF,L vs Babos,0.0%,-,7.5%,91.7%,20.0%,42.9%,13.3%,9.8%,16.7%,1.5%,0.0%,97,101
2017 US Open R32,W vs Nara,0.0%,-,7.8%,100.0%,18.4%,27.3%,7.7%,10.0%,22.2%,0.0%,-,47,29
2017 Wimbledon R128,W vs Dodin,0.0%,-,5.7%,80.0%,23.3%,33.3%,0.0%,15.4%,33.3%,0.0%,-,118,179
2017 Birmingham R32,W vs Cibulkova,0.0%,-,6.1%,53.8%,20.5%,44.7%,12.5%,3.9%,11.8%,0.3%,0.0%,77,93
2017 Nottingham QF,W vs Pironkova,0.0%,-,12.4%,76.2%,11.5%,17.6%,0.0%,7.2%,11.8%,0.7%,0.0%,36,25
2017 Charleston R32,W vs Mattek Sands,0.0%,-,7.7%,30.0%,13.3%,15.0%,0.0%,14.5%,35.7%,0.6%,0.0%,1,23
2017 Miami QF,L vs Wozniacki,0.0%,-,8.4%,53.8%,18.8%,27.0%,4.3%,8.0%,25.0%,0.6%,0.0%,79,69
2017 Miami R16,W vs Cibulkova,0.0%,-,5.4%,75.0%,12.7%,29.4%,0.0%,7.3%,15.4%,0.5%,0.0%,38,70
2017 Indian Wells R64,W vs Vandeweghe,0.0%,-,4.0%,71.4%,21.4%,26.1%,11.8%,14.3%,0.0%,0.5%,0.0%,132,131
2016 US Open R64,L vs Halep,0.0%,-,4.5%,100.0%,12.3%,12.1%,0.0%,7.3%,25.0%,0.4%,0.0%,106,82
2016 Wimbledon R16,L vs Shvedova,0.0%,-,9.0%,66.7%,22.2%,21.4%,33.3%,11.4%,20.0%,0.0%,-,124,69
2016 Prague F,W vs Stosur,0.0%,-,4.8%,87.5%,24.4%,41.2%,9.1%,14.3%,25.0%,0.0%,-,68,88
2015 Singapore RR,L vs Muguruza,0.0%,-,3.1%,60.0%,11.4%,14.3%,10.0%,14.3%,33.3%,0.0%,-,-18,-14
2015 New Haven F,L vs Kvitova,0.0%,-,4.1%,62.5%,20.5%,33.3%,0.0%,7.9%,10.0%,0.0%,-,44,43
2015 New Haven SF,W vs Tsurenko,0.0%,-,6.9%,66.7%,11.4%,21.1%,0.0%,0.0%,0.0%,0.0%,-,16,20
2015 New Haven R32,W vs Saville,0.0%,-,7.5%,88.9%,17.2%,22.9%,14.3%,6.3%,0.0%,1.0%,100.0%,2,7
2015 Cincinnati QF,L vs Svitolina,0.0%,-,7.6%,50.0%,17.1%,28.6%,21.4%,7.1%,16.7%,0.3%,0.0%,98,98
2015 Wimbledon R16,L vs Vandeweghe,0.0%,-,6.7%,63.6%,21.1%,28.6%,12.5%,10.0%,25.0%,0.0%,-,106,90
2015 Wimbledon R64,W vs Hsieh,0.0%,-,4.2%,80.0%,36.7%,36.4%,37.5%,31.3%,20.0%,1.6%,0.0%,125,123
2015 Roland Garros F,L vs Williams,0.0%,-,1.1%,100.0%,16.3%,12.5%,0.0%,2.5%,0.0%,0.5%,0.0%,-13,-22
Career (38 matches),,0.0%,-,6.3%,71.2%,17.0%,26.8%,10.7%,8.8%,17.3%,0.3%,16.0%,49,54
