Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2017 Quebec City SF,L vs Babos,3.2,3.1,3.2,49.1%,50.0%,53.8%,42.9%,56.9%,7.1%,8.0,7.3,3.0,4.1
2017 US Open R32,W vs Nara,4.9,4.3,5.5,57.4%,81.0%,45.5%,56.3%,61.2%,2.4%,21.0,16.0,7.0,8.4
2017 Wimbledon R128,W vs Dodin,2.3,2.1,2.6,66.2%,58.8%,50.0%,-,48.6%,0.0%,9.0,26.5,0.5,1.4
2017 Birmingham R32,W vs Cibulkova,3.3,3.2,3.5,53.8%,50.0%,31.3%,62.5%,55.9%,8.7%,17.5,11.1,-8.5,-7.5
2017 Nottingham QF,W vs Pironkova,4.1,4.0,4.3,55.8%,33.3%,38.1%,57.1%,55.3%,8.3%,0.5,0.3,-0.5,-0.4
2017 Charleston R32,W vs Mattek Sands,3.5,3.4,3.6,64.3%,37.0%,35.7%,60.0%,46.4%,7.3%,12.0,14.8,13.0,14.6
2017 Miami QF,L vs Wozniacki,4.5,4.2,4.9,52.3%,44.4%,43.8%,23.5%,52.1%,4.7%,5.0,3.1,5.5,3.9
2017 Miami R16,W vs Cibulkova,3.5,3.3,3.7,53.1%,58.1%,54.5%,44.4%,58.6%,8.7%,6.0,4.7,4.0,4.8
2017 Indian Wells R64,W vs Vandeweghe,2.9,3.0,2.8,51.2%,52.0%,52.9%,80.0%,63.4%,5.7%,13.5,11.4,3.5,5.7
2016 US Open R64,L vs Halep,4.3,4.1,4.5,39.4%,52.9%,42.9%,50.0%,53.7%,1.7%,-2.0,-1.5,-3.0,-2.7
2016 Wimbledon R16,L vs Shvedova,2.9,2.9,2.8,47.3%,39.4%,50.0%,0.0%,57.5%,14.0%,8.0,11.0,-2.5,-5.1
2016 Prague F,W vs Stosur,3.3,3.1,3.5,51.9%,52.8%,80.0%,55.6%,50.7%,5.6%,12.5,11.4,7.5,7.5
2015 Singapore RR,L vs Muguruza,3.5,3.8,3.0,45.1%,48.7%,57.1%,25.0%,60.9%,5.1%,2.5,2.0,9.5,12.8
2015 New Haven F,L vs Kvitova,3.0,3.1,2.8,47.0%,42.1%,47.1%,20.0%,54.7%,8.3%,11.5,10.0,-3.5,-4.2
2015 New Haven SF,W vs Tsurenko,4.3,4.4,4.2,55.1%,60.0%,50.0%,58.8%,58.9%,4.0%,7.5,5.2,-3.0,-3.1
2015 New Haven R32,W vs Saville,4.0,3.9,4.1,46.6%,65.4%,63.6%,70.0%,47.5%,8.4%,14.5,14.9,2.0,2.1
2015 Cincinnati QF,L vs Svitolina,4.2,3.9,4.6,44.9%,40.0%,33.3%,61.1%,56.2%,6.3%,3.5,2.1,-7.0,-5.9
2015 Wimbledon R16,L vs Vandeweghe,3.0,3.2,2.9,46.6%,51.6%,45.5%,50.0%,66.1%,7.7%,11.5,9.1,-3.0,-5.3
2015 Wimbledon R64,W vs Hsieh,2.8,2.5,2.9,58.0%,74.2%,0.0%,0.0%,57.8%,13.0%,21.0,28.8,11.0,23.4
2015 Roland Garros F,L vs Williams,3.1,3.4,2.8,45.2%,51.6%,53.8%,20.0%,51.4%,5.0%,7.5,7.1,-7.0,-7.4
Career (38 matches),,3.6,3.5,3.7,50.7%,52.0%,49.7%,49.9%,54.7%,7.0%,9.2,8.0,1.7,1.9
