Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
22-Jul-2024,Prague,Clay,Q1,,231,(7) Anastasiya Soboleva [UKR] d. (WC) Safarova,4-6 6-4 6-3,0.85,2.3%,6.8%,55.7%,67.3%,48.7%,8/12,2:06
24-Jun-2024,W75 Doksy - Stare Splavy,Clay,R32,,410,(Q) Katrina Scott [USA] d. (WC) Safarova,7-6(5) 3-6 6-3,,,,,,,,
02-Oct-2023,W25 Reims,Hard,R16,,285,(3) Mona Barthel [GER] d. (WC) Safarova,W/O,,,,,,,,
02-Oct-2023,W25 Reims,Hard,R32,,782,(WC) Safarova d. (WC) Yaroslava Bartashevich [RUS],3-6 6-3 6-1,,,,,,,,
10-Sep-2018,Quebec City,Hard,R32,91,116,Ons Jabeur [TUN] d. (6) Safarova,7-6(4) 3-6 7-5,0.89,0.9%,3.8%,66.0%,74.3%,47.2%,5/7,1:58
27-Aug-2018,US Open,Hard,R64,69,17,(18) Ashleigh Barty [AUS] d. Safarova,7-5 6-3,0.76,3.3%,3.3%,58.3%,65.7%,52.0%,2/5,1:20
27-Aug-2018,US Open,Hard,R128,69,47,Safarova d. Petra Martic [CRO],6-4 6-4,1.12,5.1%,3.8%,64.1%,64.0%,64.3%,5/6,1:29
06-Aug-2018,Montreal,Hard,R32,58,10,(10) Julia Goerges [GER] d. (Q) Safarova,2-6 6-4 6-3,1.04,6.0%,3.6%,65.5%,72.7%,51.7%,4/7,1:54
06-Aug-2018,Montreal,Hard,R64,58,23,(Q) Safarova d. Daria Saville [AUS],4-6 6-4 7-5,1.06,5.3%,7.0%,64.0%,56.2%,39.0%,9/17,2:35
06-Aug-2018,Montreal,Hard,Q2,58,67,(6) Safarova d. (14) Jennifer Brady [USA],4-6 6-2 6-2,1.42,4.9%,6.2%,61.7%,80.0%,45.2%,1/3,1:41
06-Aug-2018,Montreal,Hard,Q1,58,286,(6) Safarova d. Katherine Sebov [CAN],6-4 7-6(4),1.20,9.5%,3.6%,61.9%,73.1%,43.8%,3/6,1:54
02-Jul-2018,Wimbledon,Grass,R32,66,35,Kate Makarova [RUS] d. Safarova,4-6 6-4 6-1,0.87,7.5%,3.8%,61.3%,71.4%,48.4%,5/8,1:53
02-Jul-2018,Wimbledon,Grass,R64,66,30,Safarova d. (32) Agnieszka Radwanska [POL],7-5 6-4,1.07,10.5%,2.3%,64.0%,65.5%,58.1%,10/11,1:41
02-Jul-2018,Wimbledon,Grass,R128,66,79,Safarova d. Kateryna Bondarenko [UKR],6-4 6-4,1.53,10.9%,7.3%,65.5%,86.1%,52.6%,1/1,1:07
18-Jun-2018,Mallorca,Grass,QF,53,79,Tatjana Maria [GER] d. (7) Safarova,7-6(3) 4-6 6-4,1.04,2.1%,4.2%,65.6%,58.7%,60.6%,3/8,2:34
18-Jun-2018,Mallorca,Grass,R16,53,85,(7) Safarova d. Victoria Azarenka [BLR],6-3 6-4,1.16,4.5%,4.5%,72.7%,64.6%,50.0%,3/5,1:20
18-Jun-2018,Mallorca,Grass,R32,53,136,(7) Safarova d. (WC) Marta Kostyuk [UKR],6-4 7-5,1.32,4.6%,7.7%,64.6%,69.0%,56.5%,0/2,1:37
28-May-2018,Roland Garros,Clay,R64,53,6,(6) Karolina Pliskova [CZE] d. Safarova,3-6 6-4 6-1,0.96,1.3%,6.3%,68.4%,64.8%,48.0%,3/7,1:44
28-May-2018,Roland Garros,Clay,R128,53,227,Safarova d. Jessika Ponchet [FRA],6-4 6-1,1.84,13.0%,2.2%,60.9%,85.7%,55.6%,0/0,1:11
21-May-2018,Strasbourg,Clay,R16,54,49,(8) Su Wei Hsieh [TPE] d. (WC) Safarova,6-2 6-3,0.77,0.0%,9.4%,64.1%,63.4%,26.1%,7/11,1:29
21-May-2018,Strasbourg,Clay,R32,54,304,(WC) Safarova d. (Q) Marina Melnikova [RUS],6-2 4-6 6-3,1.10,4.5%,7.9%,69.7%,62.9%,29.6%,3/9,2:14
