Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,390,215,175,55.1%,494-411,54.6%,4535-4233,51.7%,59-65,47.6%,316,76.8%,28.5%,5.8%,5.8%,61.3%,69.0%,48.1%,61.0%,40.7%,50.7%,1.04
Clay,179,104,75,58.1%,231-180,56.2%,2026-1848,52.3%,30-24,55.6%,146,75.9%,32.2%,5.7%,5.1%,63.0%,67.7%,46.4%,59.8%,42.4%,51.0%,1.05
Grass,64,36,28,56.3%,86-69,55.5%,803-763,51.3%,16-20,44.4%,56,78.6%,24.7%,6.7%,5.0%,65.2%,70.6%,49.3%,63.2%,38.8%,50.7%,1.06
Carpet,17,11,6,64.7%,26-16,61.9%,208-177,54.0%,2-2,50.0%,15,-,-,5.9%,5.4%,61.8%,70.2%,50.5%,62.7%,40.0%,51.2%,1.07
Grand Slams,121,68,53,56.2%,158-128,55.2%,1434-1310,52.3%,18-19,48.6%,113,79.8%,25.9%,5.7%,5.3%,63.0%,68.9%,48.1%,61.2%,41.5%,51.1%,1.07
Premiers,256,133,123,52.0%,314-289,52.1%,2977-2919,50.5%,50-52,49.0%,235,74.0%,27.2%,5.9%,5.5%,61.9%,68.7%,48.2%,60.9%,39.8%,50.2%,1.02
Internationals,171,109,62,63.7%,239-155,60.7%,2029-1724,54.1%,21-23,47.7%,114,79.2%,31.5%,6.0%,5.9%,61.8%,69.4%,46.9%,60.8%,42.9%,51.7%,1.10
Finals,17,7,10,41.2%,22-23,48.9%,203-226,47.3%,4-2,66.7%,11,72.7%,19.4%,6.8%,4.8%,65.4%,65.5%,48.3%,59.6%,35.0%,47.5%,0.86
Semi-finals,33,17,16,51.5%,39-35,52.7%,351-336,51.1%,5-5,50.0%,25,80.4%,25.3%,5.0%,4.8%,63.3%,66.3%,49.2%,60.0%,39.3%,49.6%,0.98
Quarter-finals,66,33,33,50.0%,81-74,52.3%,759-733,50.9%,9-15,37.5%,58,74.8%,29.7%,5.1%,4.9%,62.0%,66.8%,47.3%,59.4%,39.7%,49.6%,0.98
vs Righties,596,340,256,57.0%,775-614,55.8%,6943-6410,52.0%,100-95,51.3%,494,77.0%,29.5%,5.8%,5.5%,62.2%,69.0%,47.7%,61.0%,41.1%,50.9%,1.05
vs Lefties,54,26,28,48.1%,62-62,50.0%,629-611,50.7%,7-16,30.4%,39,75.3%,22.9%,6.7%,5.3%,62.2%,67.2%,50.3%,60.8%,38.5%,49.6%,0.98
vs Top 10,103,26,77,25.2%,81-156,34.2%,1007-1304,43.6%,23-21,52.3%,93,72.2%,20.1%,5.1%,5.5%,60.8%,66.2%,45.9%,58.2%,36.3%,47.2%,0.87
