Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,21,10,11,47.6%,26-24,52.0%,253-249,50.4%,1-4,20.0%,21,75.8%,26.1%,4.9%,4.8%,64.0%,67.1%,49.9%,60.9%,40.0%,50.2%,1.02,QF (Mallorca)
2017,54,35,19,64.8%,78-48,61.9%,671-556,54.7%,10-11,47.6%,53,76.7%,32.8%,8.1%,5.2%,62.0%,70.6%,47.3%,61.7%,42.2%,51.9%,1.10,F (Budapest)
2016,34,15,19,44.1%,35-40,46.7%,370-381,49.3%,7-5,58.3%,33,75.6%,23.4%,6.3%,5.2%,61.9%,71.0%,46.6%,61.7%,39.5%,50.3%,1.03,W (Prague)
2015,53,32,21,60.4%,74-50,59.7%,677-593,53.3%,15-18,45.5%,47,78.5%,30.4%,7.2%,4.8%,64.1%,70.8%,53.2%,64.5%,40.4%,52.1%,1.14,W (Doha)
2014,62,39,23,62.9%,91-61,59.9%,794-681,53.8%,9-13,40.9%,58,-,-,6.0%,5.2%,63.0%,69.5%,48.1%,61.6%,41.4%,51.4%,1.08,SF (2x)
2013,51,27,24,52.9%,67-56,54.5%,604-598,50.2%,14-6,70.0%,37,-,-,4.2%,5.4%,63.4%,66.4%,46.4%,59.1%,41.1%,49.8%,1.00,W (Quebec City)
2012,52,29,23,55.8%,59-50,54.1%,532-493,51.9%,10-6,62.5%,44,-,-,5.2%,6.1%,62.2%,67.3%,49.0%,60.4%,40.2%,50.3%,1.01,F (Charleston)
2011,61,35,26,57.4%,81-71,53.3%,745-704,51.4%,7-12,36.8%,49,-,-,5.6%,5.7%,60.5%,70.1%,48.9%,61.7%,39.9%,50.8%,1.04,F (2x)
2010,52,27,25,51.9%,61-60,50.4%,563-565,49.9%,7-9,43.8%,49,-,-,5.2%,5.2%,64.9%,67.5%,44.6%,59.5%,40.3%,49.9%,1.00,F (Paris)
2009,57,34,23,59.6%,78-51,60.5%,659-579,53.2%,9-7,56.3%,51,-,-,5.2%,5.2%,61.0%,69.1%,49.1%,61.3%,41.8%,51.3%,1.08,F (Quebec City)
2008,38,17,21,44.7%,37-45,45.1%,370-382,49.2%,2-4,33.3%,24,-,-,5.1%,8.7%,60.8%,66.1%,40.7%,56.2%,42.0%,48.9%,0.96,W (Forest Hills)
2007,47,30,17,63.8%,68-41,62.4%,564-481,54.0%,8-8,50.0%,42,-,-,6.0%,6.0%,59.9%,70.9%,47.0%,61.3%,42.7%,51.7%,1.10,F (Paris)
2006,44,21,23,47.7%,47-54,46.5%,477-497,49.0%,5-5,50.0%,22,-,-,6.0%,5.8%,59.4%,63.9%,49.1%,57.9%,39.6%,48.9%,0.94,W (Gold Coast)
2005,24,15,9,62.5%,35-25,58.3%,293-262,52.8%,3-3,50.0%,3,-,-,4.6%,8.7%,61.2%,61.9%,40.0%,53.4%,34.4%,43.8%,0.74,W (2x)
Career,650,366,284,56.3%,837-676,55.3%,7572-7021,51.9%,107-111,49.1%,533,76.9%,28.9%,5.9%,5.5%,62.2%,68.9%,47.9%,60.9%,40.9%,50.8%,1.05,
