Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2008,18,11,7,61.1%,23-20,53.5%,214-216,49.8%,6-2,75.0%,0,,,,,,,,,,,,W (Athens)
2007,2,0,2,0.0%,1-3,25.0%,12-21,36.4%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2006,2,0,2,0.0%,1-3,25.0%,16-23,41.0%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2004,2,1,1,50.0%,2-0,100.0%,12-5,70.6%,0-0,-,0,,,,,,,,,,,,R16 (Hilversum)
2003,10,9,1,90.0%,18-3,85.7%,128-87,59.5%,4-2,66.7%,0,,,,,,,,,,,,W (Hilversum)
2002,46,35,11,76.1%,75-34,68.8%,585-473,55.3%,9-4,69.2%,0,,,,,,,,,,,,W (2x)
2001,41,23,18,56.1%,53-42,55.8%,486-436,52.7%,11-7,61.1%,0,,,,,,,,,,,,F (2x)
2000,31,15,16,48.4%,33-39,45.8%,342-346,49.7%,7-7,50.0%,0,,,,,,,,,,,,SF (2x)
1999,10,5,5,50.0%,14-7,66.7%,108-90,54.5%,0-2,0.0%,0,,,,,,,,,,,,F (Scheveningen)
1998,3,1,2,33.3%,3-4,42.9%,32-31,50.8%,0-1,0.0%,0,,,,,,,,,,,,R16 (Caracas)
1997,2,1,1,50.0%,1-3,25.0%,16-21,43.2%,2-0,100.0%,0,,,,,,,,,,,,R16 (Ostend)
Career,167,101,66,60.5%,224-158,58.6%,1951-1749,52.7%,39-25,60.9%,0,,,,,,,,,,,,
