Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,2,0,2,0.0%,1,1,0,100.0%,2003,2004,R128,2,0.77,20.2%,5.0%,59.7%,78.9%,49.0%,66.8%,25.7%,66.7%,20.0%
Roland Garros,3,Clay,11,8,3,72.7%,2,2,0,100.0%,2003,2007,F,11,1.03,14.1%,6.7%,58.9%,75.8%,46.5%,63.8%,37.5%,64.3%,42.9%
Wimbledon,2,Grass,3,1,2,33.3%,2,1,1,50.0%,2003,2004,R64,3,0.85,18.7%,8.8%,63.1%,77.7%,50.0%,67.5%,27.6%,58.3%,35.0%
US Open,2,Hard,3,1,2,33.3%,5,3,2,60.0%,2002,2003,R64,3,0.89,20.3%,7.3%,54.6%,84.2%,45.8%,66.8%,29.5%,50.0%,41.7%
Davis Cup,3,,7,3,4,42.9%,6,3,3,50.0%,2002,2004,,0,,,,,,,,,,
Amersfoort,4,Clay,9,6,3,66.7%,6,3,3,50.0%,2002,2008,W,9,1.07,13.0%,4.0%,58.8%,74.2%,55.4%,66.4%,35.8%,66.7%,36.2%
Miami Masters,4,Hard,5,1,4,20.0%,3,3,0,100.0%,2002,2007,R64,5,0.79,13.2%,7.8%,59.1%,73.2%,46.1%,62.1%,30.1%,62.8%,33.3%
Rotterdam,4,Hard,4,0,4,0.0%,4,1,3,25.0%,2002,2007,R32,4,0.78,17.3%,6.9%,59.1%,78.1%,47.7%,65.7%,26.7%,61.9%,75.0%
Munich,3,Clay,7,4,3,57.1%,5,4,1,80.0%,2003,2007,F,7,1.13,16.0%,2.1%,62.6%,76.8%,61.1%,71.0%,32.7%,57.1%,32.1%
Rome Masters,3,Clay,7,4,3,57.1%,2,1,1,50.0%,2003,2007,QF,7,1.05,13.8%,7.3%,61.6%,75.7%,49.5%,65.6%,36.1%,62.5%,34.5%
Monte Carlo Masters,3,Clay,4,1,3,25.0%,0,0,0,-,2003,2007,R32,4,0.83,8.1%,5.9%,57.2%,66.7%,47.4%,58.4%,34.4%,65.0%,47.1%
