Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,37.5%,12.5%,2.2%,2.2%,62.2%,46.4%,41.2%,44.4%,42.2%,43.0%,0.76,R32 (Bol)
2016,4,2,2,50.0%,4-5,44.4%,44-53,45.4%,3-0,100.0%,4,68.8%,17.4%,3.0%,4.0%,61.8%,62.6%,45.1%,55.9%,38.3%,47.5%,0.87,QF (Bogota)
2015,12,5,7,41.7%,12-15,44.4%,129-132,49.4%,1-4,20.0%,9,71.8%,29.3%,4.8%,3.2%,67.7%,66.2%,50.8%,61.2%,40.1%,50.6%,1.03,QF (Baku)
2014,10,4,6,40.0%,12-13,48.0%,112-117,48.9%,2-0,100.0%,9,-,-,4.6%,2.0%,65.0%,62.3%,46.9%,56.9%,44.4%,50.6%,1.03,QF (Bastad)
2013,7,1,6,14.3%,3-12,20.0%,54-85,38.8%,1-1,50.0%,7,-,-,3.2%,2.8%,61.9%,61.7%,46.3%,55.8%,36.8%,46.4%,0.83,R16 (Pattaya)
2012,29,12,17,41.4%,28-39,41.8%,302-352,46.2%,5-4,55.6%,26,-,-,3.6%,3.2%,63.9%,60.8%,45.7%,55.4%,41.3%,48.5%,0.92,F (Bogota)
2011,3,0,3,0.0%,1-6,14.3%,30-45,40.0%,1-1,50.0%,2,-,-,8.3%,2.4%,55.4%,62.4%,46.7%,55.4%,38.3%,46.1%,0.86,R32 (2x)
2010,8,3,5,37.5%,8-11,42.1%,82-95,46.3%,1-1,50.0%,8,-,-,3.8%,2.6%,62.8%,63.0%,40.2%,54.5%,40.8%,47.7%,0.90,R16 (3x)
2009,7,4,3,57.1%,8-7,53.3%,73-68,51.8%,1-0,100.0%,5,-,-,5.7%,2.5%,62.8%,63.9%,45.6%,57.1%,42.1%,50.1%,0.98,QF (2x)
2008,3,1,2,33.3%,2-4,33.3%,22-29,43.1%,0-0,-,1,-,-,4.8%,7.1%,64.3%,55.6%,13.3%,40.5%,36.4%,38.1%,0.61,R16 (Tashkent)
Career,84,32,52,38.1%,78-114,40.6%,852-988,46.3%,15-11,57.7%,72,68.8%,24.3%,4.1%,3.0%,63.7%,62.2%,45.5%,56.1%,40.8%,48.5%,0.93,
