Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,51,19,32,37.3%,49-69,41.5%,533-608,46.7%,10-8,55.6%,43,71.4%,26.7%,4.9%,2.4%,63.6%,63.5%,44.5%,56.6%,39.9%,48.4%,0.92
Clay,30,12,18,40.0%,26-40,39.4%,281-339,45.3%,5-2,71.4%,27,65.6%,21.3%,2.3%,3.4%,64.6%,59.1%,47.2%,54.9%,42.5%,48.6%,0.94
Grass,3,1,2,33.3%,3-5,37.5%,38-41,48.1%,0-1,0.0%,2,-,-,8.3%,7.7%,55.8%,69.3%,47.5%,59.7%,38.5%,49.7%,0.95
Grand Slams,8,1,7,12.5%,6-14,30.0%,82-106,43.6%,0-1,0.0%,6,53.3%,28.6%,4.5%,4.3%,65.4%,55.2%,41.3%,50.4%,42.6%,46.5%,0.86
Premiers,4,0,4,0.0%,3-8,27.3%,42-62,40.4%,1-0,100.0%,4,-,-,4.2%,2.2%,60.8%,65.0%,36.4%,53.8%,38.6%,46.5%,0.84
Internationals,71,31,40,43.7%,69-90,43.4%,720-807,47.2%,14-9,60.9%,61,70.6%,23.8%,4.1%,2.9%,63.8%,62.6%,46.9%,56.9%,40.9%,48.9%,0.95
Finals,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,0,,,,,,,,,,,
Semi-finals,2,1,1,50.0%,2-2,50.0%,16-17,48.5%,0-0,-,2,-,-,5.4%,2.7%,65.8%,61.6%,39.5%,54.1%,42.3%,48.6%,0.92
Quarter-finals,9,2,7,22.2%,5-15,25.0%,81-115,41.3%,1-2,33.3%,9,55.0%,21.1%,2.8%,3.6%,63.4%,57.1%,47.5%,53.6%,41.4%,47.2%,0.89
vs Righties,73,28,45,38.4%,69-98,41.3%,756-862,46.7%,14-10,58.3%,61,70.7%,25.0%,4.1%,3.1%,63.5%,62.7%,46.1%,56.7%,40.8%,48.8%,0.94
vs Lefties,9,3,6,33.3%,7-14,33.3%,79-111,41.6%,1-1,50.0%,9,37.5%,12.5%,3.8%,1.9%,64.6%,59.6%,39.6%,52.5%,39.5%,46.0%,0.83
vs Top 10,3,0,3,0.0%,1-6,14.3%,21-42,33.3%,0-0,-,3,53.3%,28.6%,4.5%,4.0%,63.8%,52.8%,34.7%,46.2%,36.9%,41.5%,0.69
