Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2014 Bastad R16,W vs Min,0.0%,-,5.2%,83.3%,11.5%,17.6%,0.0%,7.4%,40.0%,0.0%,-,-58,-59
Career (1 matches),,0.0%,-,5.2%,83.3%,11.5%,17.6%,0.0%,7.4%,40.0%,0.0%,-,-58,-59
