Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,18,10,8,55.6%,5,1,4,20.0%,2009,2016,R64,10,0.99,4.6%,1.9%,63.7%,61.9%,49.8%,57.5%,42.1%,60.8%,52.6%
Roland Garros,8,Clay,12,4,8,33.3%,3,0,3,0.0%,2009,2017,R128,7,0.93,2.7%,3.2%,65.9%,57.1%,48.6%,54.2%,42.5%,56.0%,45.6%
Wimbledon,6,Grass,8,2,6,25.0%,1,0,1,0.0%,2010,2016,R128,0,,,,,,,,,,
US Open,10,Hard,23,13,10,56.5%,8,3,5,37.5%,2008,2017,R128,13,1.07,4.6%,2.8%,62.6%,64.9%,49.7%,59.2%,43.8%,57.0%,40.0%
Tashkent,9,Hard,24,15,9,62.5%,4,1,3,25.0%,2008,2018,QF,14,1.09,4.9%,2.4%,64.7%,65.6%,48.3%,59.5%,44.0%,58.8%,40.5%
Bogota,7,Clay,15,8,7,53.3%,5,4,1,80.0%,2010,2016,F,13,1.03,2.7%,3.6%,65.9%,62.3%,50.2%,58.2%,43.3%,55.0%,39.4%
Brisbane,5,Hard,13,7,6,53.8%,6,5,1,83.3%,2011,2016,R32,12,1.03,5.3%,2.1%,63.6%,66.1%,47.0%,59.1%,42.1%,64.1%,43.6%
Moscow,6,Hard,9,3,6,33.3%,4,2,2,50.0%,2009,2018,R32,6,1.09,3.9%,3.3%,61.2%,67.1%,48.0%,59.7%,44.0%,50.9%,40.3%
Guangzhou,4,Hard,7,3,4,42.9%,1,1,0,100.0%,2009,2017,QF,7,0.87,4.4%,1.2%,65.7%,60.8%,42.5%,54.5%,39.4%,64.9%,60.0%
Monterrey,4,Hard,6,2,4,33.3%,1,1,0,100.0%,2010,2019,R32,6,0.84,3.3%,4.7%,60.9%,59.5%,42.9%,53.0%,39.7%,57.4%,37.2%
