Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,19,10,9,52.6%,6,2,4,33.3%,2000,2008,R32,8,0.99,3.4%,4.2%,65.6%,63.7%,45.9%,57.6%,42.0%,52.2%,47.8%
Roland Garros,11,Clay,30,19,11,63.3%,4,1,3,25.0%,1999,2010,R16,14,1.06,1.8%,2.4%,65.4%,61.1%,43.4%,55.0%,47.6%,54.1%,49.2%
Wimbledon,10,Grass,18,8,10,44.4%,6,1,5,16.7%,1999,2008,R32,11,1.14,4.6%,4.0%,63.8%,69.5%,51.1%,62.8%,42.5%,59.7%,37.1%
US Open,11,Hard,25,14,11,56.0%,3,1,2,33.3%,1999,2009,R16,13,1.02,6.4%,5.3%,57.9%,70.5%,45.5%,60.0%,41.0%,49.3%,45.5%
Olympics,2,,3,1,2,33.3%,1,0,1,0.0%,2000,2004,R32,0,,,,,,,,,,
Fed Cup,7,,31,19,12,61.3%,6,1,5,16.7%,1999,2010,,0,,,,,,,,,,
Miami,10,Hard,18,8,10,44.4%,4,1,3,25.0%,2000,2010,R32,7,1.02,5.8%,5.6%,63.3%,67.6%,43.4%,58.7%,42.2%,56.9%,32.8%
Tokyo,7,Hard,25,17,8,68.0%,6,4,2,66.7%,2000,2009,SF,6,1.17,7.6%,3.2%,58.9%,71.5%,43.1%,59.9%,46.9%,58.7%,38.5%
Berlin,8,Clay,11,2,9,18.2%,3,0,3,0.0%,2000,2008,R32,4,1.00,3.5%,3.0%,65.6%,62.8%,40.9%,55.3%,44.9%,53.5%,35.8%
Zurich,7,Hard,23,16,7,69.6%,7,5,2,71.4%,2002,2008,SF,7,0.97,4.6%,3.3%,62.5%,67.0%,50.9%,61.0%,38.1%,72.9%,45.7%
Auckland,5,Hard,15,10,5,66.7%,2,1,1,50.0%,2000,2007,W,2,1.11,6.1%,4.1%,55.1%,68.5%,45.5%,58.2%,46.2%,37.5%,50.0%
Estoril,6,Clay,15,10,5,66.7%,1,0,1,0.0%,1999,2004,W,0,,,,,,,,,,
