Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,247,128,119,51.8%,282-271,51.0%,2607-2490,51.1%,17-29,37.0%,108,-,-,4.8%,4.2%,62.8%,66.6%,46.6%,59.2%,43.5%,51.3%,1.07
Clay,167,97,70,58.1%,219-173,55.9%,1916-1692,53.1%,12-24,33.3%,52,-,-,2.3%,3.5%,65.5%,62.0%,45.0%,56.1%,45.7%,50.9%,1.04
Grass,30,12,18,40.0%,29-34,46.0%,295-305,49.2%,1-5,16.7%,13,-,-,4.6%,4.0%,63.4%,69.9%,50.3%,62.7%,42.7%,52.0%,1.15
Carpet,18,7,11,38.9%,19-23,45.2%,186-208,47.2%,3-1,75.0%,7,-,-,4.6%,3.1%,65.1%,67.9%,46.8%,60.6%,41.7%,50.9%,1.06
Grand Slams,82,43,39,52.4%,99-90,52.4%,924-843,52.3%,4-12,25.0%,46,-,-,4.0%,3.9%,63.0%,66.0%,46.3%,58.7%,43.5%,51.0%,1.05
Premiers,169,80,89,47.3%,185-198,48.3%,1755-1785,49.6%,13-23,36.1%,95,-,-,3.8%,3.5%,64.7%,64.2%,46.7%,58.0%,43.4%,50.7%,1.03
Internationals,141,81,60,57.4%,178-142,55.6%,1577-1406,52.9%,14-16,46.7%,37,-,-,4.6%,4.9%,62.3%,68.3%,47.1%,60.3%,46.5%,53.3%,1.17
Finals,10,4,6,40.0%,11-14,44.0%,116-123,48.5%,0-2,0.0%,2,-,-,4.9%,3.4%,60.6%,63.4%,36.3%,52.7%,42.2%,47.7%,0.89
Semi-finals,19,10,9,52.6%,23-23,50.0%,225-223,50.2%,1-4,20.0%,7,-,-,3.8%,4.0%,64.6%,66.9%,42.0%,58.1%,42.9%,50.1%,1.02
Quarter-finals,36,19,17,52.8%,46-37,55.4%,391-380,50.7%,4-3,57.1%,14,-,-,4.1%,4.6%,62.1%,63.1%,44.9%,56.2%,41.2%,48.7%,0.94
vs Righties,414,210,204,50.7%,473-465,50.4%,4412-4258,50.9%,27-53,33.8%,160,-,-,3.9%,3.9%,63.8%,64.9%,46.1%,58.1%,43.8%,50.9%,1.04
vs Lefties,34,21,13,61.8%,49-34,59.0%,421-360,53.9%,4-5,44.4%,15,-,-,4.1%,4.6%,63.2%,69.3%,46.6%,60.9%,43.7%,52.3%,1.12
vs Top 10,47,10,37,21.3%,32-75,29.9%,430-578,42.7%,4-12,25.0%,26,-,-,3.5%,3.0%,63.2%,63.0%,44.0%,56.0%,39.7%,47.9%,0.90
