Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2010,18,8,10,44.4%,21-24,46.7%,208-215,49.2%,2-3,40.0%,12,-,-,2.9%,5.7%,63.7%,63.4%,42.4%,55.8%,38.6%,47.3%,0.87,R16 (2x)
2009,7,2,5,28.6%,6-11,35.3%,69-88,43.9%,1-0,100.0%,7,-,-,1.5%,6.4%,61.5%,60.4%,38.7%,52.1%,42.1%,47.2%,0.88,QF (Luxembourg)
2008,63,39,24,61.9%,91-56,61.9%,778-615,55.9%,4-12,25.0%,55,-,-,5.0%,4.0%,60.7%,68.2%,49.5%,60.9%,44.3%,52.5%,1.13,F (Strasbourg)
2007,54,30,24,55.6%,64-54,54.2%,549-513,51.7%,7-4,63.6%,49,-,-,4.2%,3.9%,66.7%,64.3%,45.0%,57.9%,44.6%,51.1%,1.06,F (Portoroz)
2006,54,30,24,55.6%,68-53,56.2%,607-524,53.7%,4-8,33.3%,40,-,-,3.8%,2.9%,65.7%,66.7%,47.1%,59.9%,44.9%,52.2%,1.12,F (Cincinnati)
2005,50,31,19,62.0%,69-49,58.5%,589-505,53.8%,6-4,60.0%,6,-,-,1.9%,1.9%,63.9%,59.8%,44.3%,54.2%,43.3%,48.7%,0.95,W (2x)
2004,36,14,22,38.9%,32-47,40.5%,330-388,46.0%,0-4,0.0%,6,-,-,2.9%,5.9%,61.6%,59.7%,38.9%,51.7%,46.2%,49.0%,0.96,SF (Palermo)
2003,52,27,25,51.9%,58-61,48.7%,549-545,50.2%,4-7,36.4%,5,-,-,2.9%,4.5%,61.7%,63.7%,50.0%,58.4%,43.4%,50.6%,1.04,F (Palermo)
2002,47,28,19,59.6%,59-48,55.1%,523-479,52.2%,2-7,22.2%,0,,,,,,,,,,,,W (Acapulco)
2001,21,9,12,42.9%,21-27,43.8%,218-232,48.4%,2-2,50.0%,0,,,,,,,,,,,,R16 (5x)
2000,30,11,19,36.7%,27-41,39.7%,301-326,48.0%,1-4,20.0%,0,,,,,,,,,,,,SF (Tokyo)
1999,30,15,15,50.0%,33-30,52.4%,283-265,51.6%,0-4,0.0%,0,,,,,,,,,,,,W (Estoril)
Career,462,244,218,52.8%,549-501,52.3%,5004-4695,51.6%,33-59,35.9%,180,-,-,4.0%,4.0%,63.8%,65.5%,46.4%,58.6%,44.0%,51.2%,1.06,
