Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,4,2,2,50.0%,5-4,55.6%,49-46,51.6%,2-1,66.7%,1,70.6%,18.8%,8.0%,2.0%,61.0%,77.0%,46.2%,65.0%,34.6%,49.5%,0.99
Grass,3,2,1,66.7%,2-2,50.0%,24-20,54.5%,0-2,0.0%,2,90.5%,23.8%,6.0%,4.0%,66.2%,74.0%,47.1%,64.9%,38.4%,51.7%,1.09
Other Tours,4,2,2,50.0%,3-4,42.9%,40-39,50.6%,1-3,25.0%,3,81.6%,21.6%,6.8%,3.2%,64.1%,75.2%,46.7%,64.9%,36.9%,50.8%,1.05
Best of 3,7,4,3,57.1%,7-6,53.8%,73-66,52.5%,2-3,40.0%,3,81.6%,21.6%,6.8%,3.2%,64.1%,75.2%,46.7%,64.9%,36.9%,50.8%,1.05
Quarter-finals,1,0,1,0.0%,0-2,0.0%,12-14,46.2%,0-2,0.0%,1,83.3%,16.7%,6.1%,4.0%,64.6%,71.9%,40.0%,60.6%,34.1%,47.9%,0.86
vs Righties,4,2,2,50.0%,3-4,42.9%,40-39,50.6%,1-3,25.0%,3,81.6%,21.6%,6.8%,3.2%,64.1%,75.2%,46.7%,64.9%,36.9%,50.8%,1.05
vs Lefties,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,0,,,,,,,,,,,
