Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,7,2,5,28.6%,6-9,40.0%,77-75,50.7%,1-3,25.0%,7,82.1%,19.5%,7.5%,4.2%,59.9%,75.2%,46.3%,63.6%,34.4%,49.5%,0.95,R16 (2x)
2025,47,31,16,66.0%,69-44,61.1%,602-529,53.2%,12-8,60.0%,46,79.2%,26.4%,7.2%,6.0%,61.0%,71.9%,50.4%,63.5%,39.1%,51.4%,1.07,W (Bloomfield Hills)
2024,47,25,22,53.2%,63-52,54.8%,577-541,51.6%,11-6,64.7%,47,79.6%,23.4%,8.3%,5.2%,62.5%,73.0%,48.7%,63.9%,37.9%,50.7%,1.05,F (Zhangjiagang)
2023,44,24,20,54.5%,58-44,56.9%,520-468,52.6%,9-9,50.0%,44,77.4%,27.3%,6.3%,4.1%,63.5%,68.8%,51.2%,62.4%,40.0%,51.2%,1.06,W (Little Rock)
2022,2,1,1,50.0%,3-2,60.0%,22-20,52.4%,1-0,100.0%,2,75.0%,28.6%,5.2%,1.7%,59.1%,76.5%,51.1%,66.1%,41.8%,52.7%,1.23,R16 (Vilnius)
Career,147,83,64,56.5%,199-151,56.9%,1798-1633,52.4%,34-26,56.7%,146,78.9%,25.4%,7.3%,5.0%,62.2%,71.5%,49.9%,63.3%,38.8%,51.0%,1.06,
