Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,9,5,4,55.6%,11-9,55.0%,107-96,52.7%,3-3,50.0%,5,81.0%,14.5%,10.9%,3.0%,64.7%,76.1%,49.2%,66.6%,35.2%,49.5%,1.05
Clay,2,0,2,0.0%,1-2,33.3%,10-12,45.5%,0-0,-,0,,,,,,,,,,,
Grass,4,2,2,50.0%,2-5,28.6%,37-40,48.1%,0-3,0.0%,3,81.1%,18.9%,6.3%,3.2%,66.8%,67.5%,51.2%,62.1%,34.2%,48.5%,0.90
Grand Slams,1,0,1,0.0%,0-3,0.0%,13-20,39.4%,0-1,0.0%,1,68.8%,12.5%,6.9%,2.0%,67.6%,58.0%,57.6%,57.8%,27.0%,43.5%,0.64
Other Tours,6,3,3,50.0%,5-6,45.5%,64-60,51.6%,1-5,16.7%,5,88.3%,17.2%,8.4%,2.9%,64.4%,77.5%,50.4%,67.8%,35.4%,51.2%,1.10
Best of 5,1,0,1,0.0%,0-3,0.0%,13-20,39.4%,0-1,0.0%,1,68.8%,12.5%,6.9%,2.0%,67.6%,58.0%,57.6%,57.8%,27.0%,43.5%,0.64
Best of 3,14,7,7,50.0%,14-13,51.9%,141-128,52.4%,3-5,37.5%,7,83.3%,16.9%,9.4%,3.3%,65.1%,75.4%,48.6%,66.1%,36.0%,50.1%,1.06
Quarter-finals,1,0,1,0.0%,0-2,0.0%,12-14,46.2%,0-2,0.0%,1,83.3%,16.7%,6.1%,4.0%,64.6%,71.9%,40.0%,60.6%,34.1%,47.9%,0.86
vs Righties,10,5,5,50.0%,9-12,42.9%,111-109,50.5%,2-6,25.0%,8,81.0%,16.2%,9.0%,3.1%,65.5%,72.5%,50.0%,64.7%,34.9%,49.1%,0.99
vs Lefties,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,0,,,,,,,,,,,
vs Top 10,1,0,1,0.0%,0-3,0.0%,13-20,39.4%,0-1,0.0%,1,68.8%,12.5%,6.9%,2.0%,67.6%,58.0%,57.6%,57.8%,27.0%,43.5%,0.64
