Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,3,1,2,33.3%,2,2,0,100.0%,2025,2026,Q2,3,0.98,6.6%,7.7%,59.9%,71.3%,46.4%,61.3%,38.0%,56.5%,33.3%
Roland Garros,1,Clay,4,2,2,50.0%,2,1,1,50.0%,2025,2025,R128,4,1.02,1.7%,5.2%,63.3%,61.8%,50.0%,57.4%,43.4%,52.6%,45.9%
Wimbledon,1,Grass,1,0,1,0.0%,0,0,0,-,2025,2025,R128,1,0.68,2.4%,15.9%,41.5%,70.6%,50.0%,58.5%,28.2%,54.5%,50.0%
US Open,1,Hard,1,0,1,0.0%,0,0,0,-,2025,2025,R128,1,0.55,1.2%,14.5%,49.4%,63.4%,42.9%,53.0%,26.0%,50.0%,0
Davis Cup,5,,12,7,5,58.3%,6,1,5,16.7%,2022,2026,,1,1.44,2.6%,12.8%,46.2%,86.1%,54.8%,69.2%,44.3%,66.7%,55.6%
