Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Roland Garros R128,L vs Paul,17.4%,26.4%,45.2%,20.9%,20.8%,27.8%,43.9%,26.8%,39.3%,31.8%,30.8%,14.3%,28.6%,47.2%,17
2025 Madrid R128,L vs Fonseca,15.9%,30.2%,45.1%,23.3%,14.6%,31.7%,48.6%,26.1%,47.4%,63.6%,83.3%,20.0%,30.0%,37.5%,59
2025 Girona CH F,L vs Cilic,25.7%,37.1%,50.0%,30.1%,34.0%,44.0%,42.4%,40.2%,47.6%,27.6%,0.0%,6.3%,25.0%,66.7%,-63
2025 Davis Cup Qualifiers RR,W vs Medjedovic,30.4%,35.4%,49.0%,31.6%,34.9%,39.5%,46.4%,37.2%,55.6%,28.0%,33.3%,28.1%,34.4%,52.2%,89
2025 Australian Open Q1,L vs Neumayer,23.1%,30.6%,50.0%,28.7%,36.9%,46.2%,53.7%,46.2%,38.7%,44.1%,50.0%,2.8%,8.3%,45.7%,-92
2024 Lima CH F,L vs Kopriva,12.9%,18.8%,38.9%,18.7%,19.2%,28.8%,42.9%,28.7%,45.5%,56.7%,55.6%,3.2%,3.2%,33.3%,-85
Career (6 matches),,20.7%,29.3%,46.0%,25.3%,26.9%,36.2%,46.2%,34.4%,44.6%,40.8%,46.2%,12.4%,20.9%,45.8%,1
