Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1981,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R16 (Monaco)
1979,16,4,12,25.0%,10-24,29.4%,114-174,39.6%,0-0,-,0,,,,,,,,,,,,R16 (2x)
1978,25,14,11,56.0%,27-20,57.4%,217-195,52.7%,4-3,57.1%,0,,,,,,,,,,,,F (Montreal)
1977,37,15,22,40.5%,31-43,41.9%,294-360,45.0%,1-4,20.0%,0,,,,,,,,,,,,BR (Detroit)
1976,39,18,21,46.2%,42-43,49.4%,387-401,49.1%,6-2,75.0%,0,,,,,,,,,,,,F (Palm Springs)
1975,55,33,22,60.0%,71-47,60.2%,567-484,53.9%,3-4,42.9%,0,,,,,,,,,,,,F (2x)
1974,43,26,17,60.5%,55-37,59.8%,445-375,54.3%,5-4,55.6%,0,,,,,,,,,,,,BR (Orlando)
1973,56,34,22,60.7%,69-49,58.5%,546-472,53.6%,9-1,90.0%,0,,,,,,,,,,,,W (Houston)
1972,76,52,24,68.4%,109-55,66.5%,835-597,58.3%,7-4,63.6%,0,,,,,,,,,,,,W (Eastbourne)
1971,120,83,37,69.2%,178-88,66.9%,1353-975,58.1%,7-6,53.8%,0,,,,,,,,,,,,W (5x)
1970,73,47,26,64.4%,104-49,68.0%,788-569,58.1%,2-0,100.0%,0,,,,,,,,,,,,W (London)
1969,66,37,29,56.1%,81-61,57.0%,700-616,53.2%,0-0,-,0,,,,,,,,,,,,W (Gstaad)
1968,36,20,16,55.6%,44-31,58.7%,366-308,54.3%,0-0,-,0,,,,,,,,,,,,
1967,102,83,19,81.4%,168-52,76.4%,1223-730,62.6%,0-0,-,0,,,,,,,,,,,,W (10x)
1966,91,69,22,75.8%,148-55,72.9%,1065-728,59.4%,0-0,-,0,,,,,,,,,,,,W (6x)
1965,92,71,21,77.2%,145-56,72.1%,1082-737,59.5%,0-0,-,0,,,,,,,,,,,,W (8x)
1964,70,50,20,71.4%,108-48,69.2%,815-548,59.8%,0-0,-,0,,,,,,,,,,,,W (9x)
1963,38,26,12,68.4%,54-28,65.9%,429-317,57.5%,0-0,-,0,,,,,,,,,,,,W (4x)
1962,40,27,13,67.5%,58-33,63.7%,478-346,58.0%,0-0,-,0,,,,,,,,,,,,W (2x)
1961,20,14,6,70.0%,31-15,67.4%,253-186,57.6%,0-0,-,0,,,,,,,,,,,,W (5x)
1960,10,5,5,50.0%,11-12,47.8%,110-105,51.2%,0-0,-,0,,,,,,,,,,,,W (Roland Garros Juniors)
1959,2,1,1,50.0%,3-2,60.0%,26-19,57.8%,0-0,-,0,,,,,,,,,,,,F (Aix-les-Bains)
Career,1108,729,379,65.8%,1547-850,64.5%,12098-9254,56.7%,44-28,61.1%,0,,,,,,,,,,,,
