Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Grass,9,6,3,66.7%,0,0,0,-,1965,1969,QF,0,,,,,,,,,,
Roland Garros,14,Clay,48,35,13,72.9%,0,0,0,-,1960,1979,W,0,,,,,,,,,,
Wimbledon,17,Grass,52,35,17,67.3%,0,0,0,-,1963,1979,SF,0,,,,,,,,,,
US Open,16,Hard,44,28,16,63.6%,3,1,2,33.3%,1962,1979,SF,0,,,,,,,,,,
Fed Cup,10,,24,16,8,66.7%,0,0,0,-,1963,1979,,0,,,,,,,,,,
Bristol,8,Grass,26,18,8,69.2%,0,0,0,-,1963,1972,F,0,,,,,,,,,,
Hamburg,7,Clay,19,13,6,68.4%,0,0,0,-,1961,1967,W,0,,,,,,,,,,
Phoenix,7,Hard,18,10,8,55.6%,0,0,0,-,1971,1977,BR,0,,,,,,,,,,
Dallas,7,Carpet,17,10,7,58.8%,2,2,0,100.0%,1970,1979,SF,0,,,,,,,,,,
San Francisco,7,Carpet,14,7,7,50.0%,2,1,1,50.0%,1971,1977,QF,0,,,,,,,,,,
Philadelphia,7,Hard,12,5,7,41.7%,2,1,1,50.0%,1970,1978,F,0,,,,,,,,,,
