Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,163,104,59,63.8%,218-131,62.5%,1686-1351,55.5%,10-3,76.9%,0,,,,,,,,,,,
Clay,430,314,116,73.0%,661-282,70.1%,4953-3393,59.3%,7-4,63.6%,0,,,,,,,,,,,
Grass,264,181,83,68.6%,381-185,67.3%,2971-2163,57.9%,4-3,57.1%,0,,,,,,,,,,,
Carpet,211,108,103,51.2%,241-217,52.6%,2104-2026,50.9%,23-18,56.1%,0,,,,,,,,,,,
Grand Slams,153,104,49,68.0%,222-116,65.7%,1752-1294,57.5%,1-2,33.3%,0,,,,,,,,,,,
Finals,95,54,41,56.8%,120-99,54.8%,1048-997,51.2%,4-2,66.7%,0,,,,,,,,,,,
Semi-finals,184,87,97,47.3%,197-207,48.8%,1870-1870,50.0%,8-4,66.7%,0,,,,,,,,,,,
Quarter-finals,219,145,74,66.2%,309-167,64.9%,2393-1802,57.0%,6-3,66.7%,0,,,,,,,,,,,
vs Righties,627,332,295,53.0%,739-649,53.2%,6520-6245,51.1%,35-17,67.3%,0,,,,,,,,,,,
vs Lefties,97,50,47,51.5%,110-102,51.9%,968-902,51.8%,3-4,42.9%,0,,,,,,,,,,,
