Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,1,0,1,0.0%,1-2,33.3%,13-15,46.4%,0-1,0.0%,1,28.6%,69.2%,0.9%,12.6%,55.0%,45.9%,38.0%,42.3%,58.5%,49.2%,1.02,R32 (W15 Palm Coast FL)
2025,13,3,10,23.1%,8-20,28.6%,97-142,40.6%,1-1,50.0%,13,45.8%,35.0%,0.9%,8.1%,62.5%,54.3%,40.7%,49.2%,42.1%,45.9%,0.83,R16 (3x)
2024,27,9,18,33.3%,23-38,37.7%,241-320,43.0%,5-4,55.6%,0,,,,,,,,,,,,SF (W15 Kursumlijska Banja)
2023,19,6,13,31.6%,16-25,39.0%,164-205,44.4%,2-1,66.7%,0,,,,,,,,,,,,R16 (6x)
2022,22,9,13,40.9%,18-30,37.5%,165-245,40.2%,4-0,100.0%,0,,,,,,,,,,,,QF (W15 Antalya)
2021,23,10,13,43.5%,20-27,42.6%,209-241,46.4%,1-4,20.0%,0,,,,,,,,,,,,SF (W15 Sozopol)
2020,12,5,7,41.7%,13-15,46.4%,123-130,48.6%,0-1,0.0%,0,,,,,,,,,,,,QF (2x)
2019,36,13,23,36.1%,31-48,39.2%,316-389,44.8%,3-3,50.0%,0,,,,,,,,,,,,SF (W15 Antalya)
2018,53,37,16,69.8%,78-36,68.4%,582-441,56.9%,5-1,83.3%,0,,,,,,,,,,,,W (2x)
2017,60,33,27,55.0%,72-55,56.7%,609-546,52.7%,8-5,61.5%,0,,,,,,,,,,,,F (2x)
2016,58,28,30,48.3%,67-67,50.0%,604-579,51.1%,4-7,36.4%,0,,,,,,,,,,,,F (Antalya $10K)
2015,64,37,27,57.8%,79-63,55.6%,671-616,52.1%,9-5,64.3%,0,,,,,,,,,,,,F (Torino $25K)
2014,44,19,25,43.2%,45-51,46.9%,441-448,49.6%,3-4,42.9%,0,,,,,,,,,,,,SF (2x)
2013,62,33,29,53.2%,79-64,55.2%,648-599,52.0%,6-4,60.0%,0,,,,,,,,,,,,W (Burgas 10K)
2012,25,9,16,36.0%,24-35,40.7%,240-291,45.2%,3-2,60.0%,0,,,,,,,,,,,,QF (Trnava 50K)
2011,62,43,19,69.4%,91-48,65.5%,705-542,56.5%,5-7,41.7%,0,,,,,,,,,,,,W (3x)
2010,43,23,20,53.5%,56-45,55.4%,492-440,52.8%,3-6,33.3%,0,,,,,,,,,,,,SF (2x)
2009,61,41,20,67.2%,91-52,63.6%,700-562,55.5%,8-1,88.9%,0,,,,,,,,,,,,W (Sandanski 10K)
2008,29,8,21,27.6%,24-40,37.5%,269-327,45.1%,3-2,60.0%,0,,,,,,,,,,,,QF (2x)
2007,46,22,24,47.8%,52-52,50.0%,466-481,49.2%,6-4,60.0%,0,,,,,,,,,,,,F (Bucharest 25K)
2006,51,38,13,74.5%,80-36,69.0%,594-423,58.4%,6-1,85.7%,0,,,,,,,,,,,,W (2x)
2005,39,24,15,61.5%,49-35,58.3%,429-341,55.7%,2-6,25.0%,0,,,,,,,,,,,,F (2x)
2004,13,6,7,46.2%,12-17,41.4%,119-137,46.5%,2-1,66.7%,0,,,,,,,,,,,,SF (Maribor 10K)
2003,5,2,3,40.0%,6-7,46.2%,65-62,51.2%,0-1,0.0%,0,,,,,,,,,,,,QF (Ramat Hasharon 10K)
Career,868,458,410,52.8%,1035-908,53.3%,8962-8522,51.3%,89-72,55.3%,14,44.0%,38.5%,0.9%,8.7%,61.6%,53.4%,40.3%,48.4%,43.8%,46.2%,0.85,
