Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,1,0,1,0.0%,0-2,0.0%,6-13,31.6%,0-1,0.0%,1,33.3%,33.3%,0.0%,17.4%,43.5%,50.0%,38.5%,43.5%,41.2%,42.3%,0.73,R32 (W50+H Pazardzhik)
2016,1,0,1,0.0%,1-2,33.3%,12-12,50.0%,0-0,-,0,,,,,,,,,,,,
2015,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,
2013,4,2,2,50.0%,5-5,50.0%,43-39,52.4%,0-0,-,1,-,-,1.1%,4.5%,67.4%,53.3%,41.4%,49.4%,42.0%,45.9%,0.83,
2012,4,1,3,25.0%,2-7,22.2%,28-47,37.3%,0-0,-,3,-,-,2.2%,8.7%,74.5%,48.2%,21.3%,41.3%,52.5%,47.1%,0.89,R16 (Bad Gastein)
2011,5,3,2,60.0%,6-6,50.0%,54-51,51.4%,0-0,-,2,-,-,0.0%,4.5%,72.9%,58.8%,52.8%,57.1%,56.0%,56.6%,1.31,QF (Bad Gastein)
2010,6,3,3,50.0%,8-6,57.1%,62-58,51.7%,1-0,100.0%,2,-,-,0.0%,7.0%,66.7%,55.8%,44.2%,51.9%,39.9%,45.7%,0.83,R16 (Strasbourg)
2008,4,1,3,25.0%,3-6,33.3%,29-49,37.2%,1-0,100.0%,0,,,,,,,,,,,,
2007,4,1,3,25.0%,3-6,33.3%,39-48,44.8%,0-0,-,0,,,,,,,,,,,,
Career,30,11,19,36.7%,28-42,40.0%,278-329,45.8%,2-1,66.7%,9,33.3%,33.3%,0.8%,7.8%,67.9%,53.2%,38.7%,48.5%,47.8%,48.2%,0.93,
