Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Cordenons R16,L vs Pislak,100% (3/3),33% (2/6),0/0,0/0,14% (1/7),3/5,1/2,- (0/0),- (0/0)
2019 W25 Porto R16,L vs Silva,43% (3/7),14% (1/7),0/0,0/0,29% (2/7),1/3,0/1,- (0/0),- (0/0)
2019 W25 Palmela R32,L vs Lumsden,67% (4/6),100% (2/2),0/0,0/0,38% (3/8),1/3,1/2,- (0/0),- (0/0)
2019 W25 Stuttgart Vaihingen R16,L vs Haas,18% (2/11),33% (1/3),0/0,0/0,40% (4/10),3/5,0/1,- (0/0),- (0/0)
2019 W25 Klosters R16,W vs Andrianjafitrimo,62% (8/13),56% (5/9),2/3,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2019 W25 Klosters R32,W vs Leonard,58% (7/12),63% (5/8),2/2,1/1,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2019 W25 Grado R32,W vs Pantuckova,29% (4/14),50% (8/16),2/3,1/1,10% (1/10),2/3,0/0,80% (4/5),75% (3/4)
2019 W15 Antalya QF,L vs Mendez,70% (7/10),100% (4/4),0/0,0/0,58% (7/12),0/2,0/1,50% (3/6),33% (2/6)
2019 W15 Antalya SF,L vs Molinaro,27% (3/11),57% (4/7),0/0,0/0,53% (8/15),1/3,0/1,- (0/0),- (0/0)
2019 W25 Osprey FL R32,L vs Volynets,71% (5/7),14% (1/7),0/3,0/0,64% (7/11),4/6,1/2,40% (2/5),20% (1/5)
2019 W25 Pelham AL R32,L vs Kalinina,67% (4/6),50% (1/2),0/0,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2019 W25 Rancho Santa Fe CA R32,L vs Jaksic,50% (5/10),45% (5/11),1/1,0/0,36% (5/14),0/2,0/1,- (0/0),- (0/0)
2019 W25 Surprise AZ R32,L vs Seguel,73% (8/11),20% (2/10),1/4,0/0,72% (13/18),3/5,2/3,- (0/0),- (0/0)
2019 W25 Plantation FL R32,L vs Eikeri,60% (6/10),50% (4/8),0/0,0/0,45% (5/11),1/3,1/2,- (0/0),- (0/0)
2017 Antalya $15K R32,L vs Biskic,100% (5/5),71% (5/7),1/1,0/0,50% (7/14),4/6,0/1,- (0/0),- (0/0)
2017 Antalya $15K F,L vs Chernyshova,32% (7/22),31% (4/13),1/1,0/0,56% (9/16),2/4,0/1,- (0/0),- (0/0)
2017 Antalya $15K QF,W vs Sezer,67% (6/9),75% (6/8),2/5,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2017 Antalya $15K R16,W vs Takamura,60% (6/10),46% (6/13),2/3,1/2,0% (0/4),1/1,0/0,29% (2/7),86% (6/7)
2017 Antalya $15K R32,W vs Akyurek,37% (7/19),50% (5/10),2/3,1/1,90% (9/10),0/0,0/0,- (0/0),- (0/0)
2017 Antalya $15K R32,W vs Yoruk,62% (8/13),50% (7/14),2/2,1/1,0% (0/6),0/1,0/0,60% (3/5),67% (4/6)
2019 (14 matches),,52.7%,45.0%,50.0%,100.0%,44.9%,45.2%,35.3%,56.3%,40.0%
2017 (38 matches),,57.3%,51.4%,63.0%,71.4%,49.1%,45.2%,45.5%,45.0%,62.8%
2016 (37 matches),,59.1%,51.8%,61.8%,75.0%,51.7%,53.1%,54.8%,46.3%,45.0%
2015 (17 matches),,48.9%,51.3%,58.6%,61.5%,50.8%,26.7%,25.0%,64.3%,46.2%
2014 (11 matches),,47.0%,55.6%,50.0%,54.5%,49.6%,40.0%,44.4%,-,-
Career (145 matches),,54.2%,51.1%,58.3%,65.7%,49.6%,44.1%,44.4%,50.8%,53.7%
