Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Montpellier R16,L vs Griekspoor,0% (0/10),- (0/0),0/2,30% (3/10),33% (1/3),0/0,0/0,2/2,0/0,1/1
2025 Davis Cup RR,L vs Berrettini,0% (0/10),- (0/0),0/2,33% (3/9),33% (1/3),0/0,0/0,0/0,0/0,0/0
2025 United Cup RR,L vs Tsitsipas,20% (3/15),67% (2/3),0/2,36% (5/14),40% (2/5),1/2,1/1,1/2,0/0,1/1
2024 Beijing R32,L vs Rublev,31% (4/13),50% (2/4),1/3,46% (6/13),17% (1/6),1/2,1/1,0/2,0/0,0/1
2024 US Open R128,L vs Cazaux,23% (3/13),67% (2/3),1/6,67% (8/12),13% (1/8),0/2,0/0,0/1,0/0,0/0
2022 Davis Cup RR,L vs Cilic,41% (7/17),57% (4/7),1/4,50% (8/16),50% (4/8),2/4,1/1,2/2,0/0,0/0
2022 Paris R16,L vs Paul,10% (1/10),100% (1/1),0/3,50% (5/10),40% (2/5),1/1,0/0,1/1,0/0,0/0
2022 Gijon QF,L vs Rinderknech,25% (4/16),25% (1/4),0/1,13% (2/15),50% (1/2),1/1,1/1,1/1,0/0,0/0
2022 US Open R16,L vs Khachanov,9% (2/23),100% (2/2),0/4,41% (9/22),44% (4/9),2/2,2/2,2/3,0/0,1/1
2022 US Open R32,W vs De Minaur,39% (7/18),71% (5/7),0/1,18% (3/17),67% (2/3),4/4,1/1,0/0,0/0,0/0
2022 US Open R64,W vs Bublik,35% (7/20),43% (3/7),1/2,19% (4/21),50% (2/4),2/2,1/2,3/3,0/0,0/0
2022 US Open R128,W vs Thiem,55% (11/20),73% (8/11),0/3,30% (6/20),33% (2/6),5/6,1/1,2/3,0/0,0/0
2022 Canada F,W vs Hurkacz,21% (3/14),100% (3/3),0/1,8% (1/13),0% (0/1),2/2,1/1,1/1,0/0,0/0
2022 Canada SF,W vs Evans,44% (7/16),71% (5/7),1/2,19% (3/16),33% (1/3),4/4,1/2,2/2,0/0,0/0
2022 Canada R16,W vs Sinner,33% (3/9),100% (3/3),0/0,0% (0/9),- (0/0),3/3,2/2,0/0,1/1,0/0
2022 Canada R64,W vs Berrettini,63% (5/8),60% (3/5),0/0,0% (0/9),- (0/0),3/3,2/2,0/0,1/1,0/0
2022 Halle QF,L vs Kyrgios,0% (0/9),- (0/0),0/3,44% (4/9),25% (1/4),0/0,0/0,2/2,0/0,1/1
2022 Roland Garros R128,L vs Simon,43% (10/23),90% (9/10),3/8,42% (10/24),10% (1/10),4/8,1/2,0/1,0/0,0/1
2022 Barcelona F,L vs Alcaraz,0% (0/8),- (0/0),0/2,56% (5/9),20% (1/5),0/0,0/0,0/2,0/0,0/1
2022 Miami R32,L vs Sinner,50% (9/18),44% (4/9),1/5,28% (5/18),0% (0/5),3/3,0/1,0/0,0/1,0/0
2026 (1 matches),,0.0%,-,0.0%,30.0%,33.3%,-,-,100.0%,-,100.0%
2025 (2 matches),,12.0%,66.7%,0.0%,34.8%,37.5%,50.0%,100.0%,50.0%,-,100.0%
2024 (2 matches),,26.9%,57.1%,22.2%,56.0%,14.3%,25.0%,100.0%,0.0%,-,0.0%
2022 (18 matches),,31.9%,65.6%,18.8%,29.3%,32.9%,78.0%,75.0%,72.0%,66.7%,40.0%
2021 (17 matches),,28.8%,67.2%,11.4%,27.7%,40.0%,87.2%,85.7%,81.8%,83.3%,33.3%
Career (344 matches),,34.5%,69.8%,22.9%,33.8%,31.5%,80.8%,78.3%,72.1%,77.5%,65.5%
