Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,29,17,12,58.6%,25,12,13,48.0%,2014,2026,R16,29,1.03,7.0%,2.6%,66.0%,71.6%,52.3%,65.1%,36.1%,64.2%,38.9%
Roland Garros,12,Clay,33,21,12,63.6%,15,8,7,53.3%,2013,2025,QF,33,1.10,4.3%,1.8%,66.2%,69.1%,49.7%,62.5%,41.1%,58.2%,39.1%
Wimbledon,7,Grass,7,0,7,0.0%,5,2,3,40.0%,2014,2022,R128,7,0.67,4.9%,3.0%,64.1%,64.7%,43.1%,56.9%,28.9%,55.4%,28.2%
US Open,11,Hard,33,22,11,66.7%,15,11,4,73.3%,2014,2025,SF,33,1.09,4.8%,2.4%,65.3%,70.1%,53.4%,64.3%,38.7%,64.8%,44.4%
Olympics,1,,6,5,1,83.3%,3,2,1,66.7%,2021,2021,W,0,,,,,,,,,,
Davis Cup,8,,15,6,9,40.0%,10,6,4,60.0%,2016,2025,,9,0.98,3.7%,2.3%,66.0%,70.0%,50.7%,63.5%,35.8%,52.2%,35.3%
Dubai,3,Hard,6,3,3,50.0%,5,2,3,40.0%,2020,2026,R16,6,0.96,3.6%,2.1%,65.7%,64.4%,53.4%,60.6%,37.7%,58.1%,37.5%
Doha,3,Hard,5,2,3,40.0%,2,1,1,50.0%,2016,2026,R32,5,0.99,3.6%,2.3%,68.4%,66.5%,50.0%,61.3%,38.1%,44.8%,42.9%
Rotterdam,3,Hard,6,3,3,50.0%,5,2,3,40.0%,2020,2026,SF,6,0.93,6.5%,2.2%,65.2%,71.1%,52.7%,64.7%,32.7%,68.3%,25.0%
Montpellier,4,Hard,7,3,4,42.9%,3,2,1,66.7%,2012,2026,R16,7,0.90,5.1%,3.3%,60.8%,74.0%,41.3%,61.2%,35.0%,53.7%,31.9%
Auckland,5,Hard,8,2,6,25.0%,5,2,3,40.0%,2014,2026,QF,8,0.88,5.1%,2.2%,65.7%,68.4%,51.9%,62.8%,32.8%,70.3%,36.6%
Winston-Salem,9,Hard,28,20,8,71.4%,14,6,8,42.9%,2014,2025,W,28,1.17,7.0%,2.7%,62.7%,70.6%,55.9%,65.1%,40.7%,66.4%,43.9%
