Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2026 Montpellier R16,L vs Griekspoor,57% (8/14),- (0/0),0/0,0/0,50% (2/4),3/5,0/1,- (0/0),- (0/0)
2025 Davis Cup RR,L vs Berrettini,100% (7/7),- (0/0),0/0,0/0,71% (5/7),0/2,0/1,- (0/0),- (0/0)
2025 United Cup RR,L vs Tsitsipas,69% (11/16),67% (2/3),1/2,0/0,67% (6/9),0/2,0/1,- (0/0),- (0/0)
2024 Beijing R32,L vs Rublev,62% (8/13),33% (2/6),1/1,0/0,38% (3/8),1/3,0/1,- (0/0),- (0/0)
2024 US Open R128,L vs Cazaux,63% (5/8),40% (2/5),0/0,0/0,22% (2/9),2/5,2/3,- (0/0),- (0/0)
2022 Davis Cup RR,L vs Cilic,80% (12/15),29% (4/14),1/1,0/0,69% (9/13),0/2,0/1,67% (4/6),17% (1/6)
2022 Paris R16,L vs Paul,70% (7/10),100% (1/1),0/0,0/0,75% (9/12),3/5,0/1,- (0/0),- (0/0)
2022 Gijon QF,L vs Rinderknech,88% (14/16),20% (1/5),1/11,0/9,67% (2/3),6/8,5/6,47% (8/17),47% (8/17)
2022 US Open R16,L vs Khachanov,61% (17/28),100% (2/2),2/4,0/0,67% (10/15),2/5,2/3,- (0/0),- (0/0)
2022 US Open R32,W vs De Minaur,76% (16/21),50% (5/10),3/4,1/2,75% (3/4),2/3,0/0,67% (4/6),50% (3/6)
2022 US Open R64,W vs Bublik,70% (19/27),38% (3/8),3/5,1/1,83% (10/12),6/7,0/0,50% (3/6),67% (4/6)
2022 US Open R128,W vs Thiem,76% (16/21),42% (8/19),3/7,1/2,56% (5/9),1/2,0/0,- (0/0),- (0/0)
2022 Canada F,W vs Hurkacz,75% (12/16),100% (3/3),2/2,1/1,0% (0/1),0/1,0/0,- (0/0),- (0/0)
2022 Canada SF,W vs Evans,61% (14/23),63% (5/8),2/3,1/2,50% (2/4),1/2,0/0,75% (6/8),13% (1/8)
2022 Canada R16,W vs Sinner,75% (9/12),60% (3/5),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2022 Canada R64,W vs Berrettini,90% (9/10),43% (3/7),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2022 Halle QF,L vs Kyrgios,67% (6/9),- (0/0),0/0,0/0,57% (4/7),1/3,1/2,- (0/0),- (0/0)
2022 Roland Garros R128,L vs Simon,60% (15/25),47% (9/19),2/3,0/0,31% (4/13),1/4,0/1,- (0/0),- (0/0)
2022 Barcelona F,L vs Alcaraz,56% (5/9),- (0/0),0/0,0/0,60% (6/10),0/2,0/1,- (0/0),- (0/0)
2022 Miami R32,L vs Sinner,72% (13/18),24% (4/17),1/7,0/5,29% (2/7),1/3,1/2,- (0/0),- (0/0)
2026 (1 matches),,57.1%,-,-,-,50.0%,60.0%,0.0%,-,-
2025 (2 matches),,78.3%,66.7%,50.0%,-,68.8%,0.0%,0.0%,-,-
2024 (2 matches),,61.9%,36.4%,100.0%,-,29.4%,37.5%,50.0%,-,-
2022 (18 matches),,70.5%,40.7%,46.6%,30.8%,59.6%,47.4%,47.4%,60.0%,37.7%
2021 (17 matches),,67.8%,42.1%,53.7%,44.0%,65.8%,32.1%,0.0%,69.1%,34.5%
Career (344 matches),,64.9%,41.5%,53.9%,53.7%,59.0%,44.4%,42.7%,66.1%,40.2%
