Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Montpellier R16,L vs Griekspoor,33.9%,48.4%,46.2%,42.1%,38.5%,61.5%,54.2%,51.5%,47.1%,50.0%,0.0%,28.6%,28.6%,33.3%,53
2025 Davis Cup Finals RR,L vs Berrettini,26.5%,36.7%,54.3%,33.1%,30.3%,42.4%,65.2%,40.0%,50.0%,60.0%,100.0%,20.0%,26.7%,33.3%,16
2024 United Cup RR,L vs Tsitsipas,23.9%,32.6%,52.2%,29.8%,25.7%,34.3%,57.7%,33.4%,28.6%,51.4%,50.0%,21.1%,31.6%,33.3%,82
2024 Beijing R32,L vs Rublev,30.8%,41.0%,40.4%,35.4%,35.6%,48.9%,41.4%,43.6%,60.9%,40.9%,33.3%,25.8%,32.3%,39.1%,13
2022 Davis Cup Finals QF,L vs Cilic,26.4%,32.1%,48.0%,31.1%,32.4%,38.0%,45.8%,39.4%,42.4%,28.9%,40.0%,15.6%,21.9%,51.9%,39
2022 Paris R16,L vs Paul,21.9%,29.7%,46.0%,30.5%,26.9%,36.5%,52.6%,37.5%,59.3%,48.0%,25.0%,0.0%,0.0%,25.0%,-118
2022 Gijon QF,L vs Rinderknech,25.8%,37.6%,63.2%,32.3%,32.8%,42.6%,61.0%,42.6%,38.1%,42.5%,100.0%,12.9%,29.0%,66.7%,-32
2022 US Open R128,W vs Thiem,32.8%,44.8%,50.6%,39.5%,36.8%,52.6%,45.8%,47.1%,48.6%,36.6%,16.7%,25.6%,30.8%,58.6%,-41
2022 Canada F,W vs Hurkacz,29.4%,39.7%,60.4%,35.7%,34.1%,45.5%,58.6%,43.9%,43.5%,47.6%,-,20.8%,29.2%,63.2%,-79
2022 Canada SF,W vs Evans,25.0%,39.0%,58.1%,36.3%,32.8%,54.1%,68.3%,51.3%,48.1%,38.2%,0.0%,13.2%,15.8%,45.5%,-40
2022 Canada R16,W vs Sinner,26.5%,32.7%,68.6%,30.8%,34.4%,43.8%,66.7%,40.9%,37.5%,37.5%,-,12.5%,12.5%,71.4%,10
2022 Canada R64,W vs Berrettini,31.9%,38.3%,65.6%,39.1%,33.3%,39.4%,63.6%,43.6%,42.9%,31.6%,-,28.6%,35.7%,70.0%,-79
2022 Halle QF,L vs Kyrgios,14.0%,28.1%,54.3%,22.5%,12.8%,28.2%,50.0%,25.1%,57.9%,40.0%,50.0%,20.0%,33.3%,66.7%,65
2022 Roland Garros R128,L vs Simon,18.6%,26.2%,47.8%,23.3%,22.6%,33.3%,52.8%,29.9%,54.2%,37.8%,0.0%,12.8%,14.9%,39.0%,9
2022 Barcelona F,L vs Alcaraz,18.2%,21.8%,45.5%,24.4%,22.0%,26.8%,43.8%,30.2%,55.6%,43.5%,66.7%,7.7%,7.7%,50.0%,-39
2022 Miami R32,L vs Sinner,18.1%,33.0%,52.6%,25.1%,23.7%,44.1%,57.8%,34.9%,50.0%,60.0%,50.0%,8.8%,14.7%,45.2%,-36
2022 Australian Open R16,L vs Berrettini,16.5%,35.7%,58.5%,27.4%,18.8%,42.5%,63.1%,34.4%,31.6%,35.7%,80.0%,12.1%,21.2%,48.3%,7
2022 Australian Open R64,W vs Griekspoor,25.3%,37.7%,54.5%,33.5%,29.1%,45.5%,59.0%,41.1%,50.0%,43.3%,40.0%,20.9%,25.6%,44.1%,72
2022 ATP Cup F,L vs Shapovalov,26.0%,32.0%,43.2%,28.0%,30.3%,36.4%,47.8%,33.3%,63.2%,35.7%,50.0%,17.6%,23.5%,35.7%,-79
2021 Metz F,L vs Hurkacz,19.0%,33.3%,50.0%,25.6%,21.3%,36.2%,45.9%,30.0%,55.0%,48.1%,50.0%,13.3%,26.7%,61.5%,16
Career (72 matches),,23.0%,33.5%,52.2%,29.9%,27.4%,40.5%,54.9%,37.6%,50.0%,45.3%,51.1%,15.2%,20.9%,47.2%,2
