Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,18,9,9,50.0%,4,1,3,25.0%,1996,2010,R64,5,0.86,2.3%,5.9%,59.0%,66.9%,41.3%,56.4%,37.6%,59.0%,27.5%
Roland Garros,10,Clay,14,4,10,28.6%,3,0,3,0.0%,1995,2011,R128,3,0.90,3.9%,4.7%,66.3%,56.7%,44.8%,52.7%,42.5%,55.9%,33.3%
Wimbledon,8,Grass,16,8,8,50.0%,6,4,2,66.7%,1995,2011,R64,1,0.81,0.0%,6.5%,55.9%,65.4%,43.9%,55.9%,35.9%,44.4%,42.9%
US Open,13,Hard,20,7,13,35.0%,4,2,2,50.0%,1995,2010,R64,3,0.81,2.8%,7.8%,57.8%,63.5%,32.9%,50.6%,40.1%,40.9%,31.8%
Indian Wells,5,Hard,11,6,5,54.5%,1,0,1,0.0%,1996,2007,QF,0,,,,,,,,,,
Quebec City,5,Hard,9,4,5,44.4%,4,2,2,50.0%,1997,2011,R32,2,1.02,4.5%,7.7%,55.9%,69.1%,48.5%,60.0%,40.7%,60.9%,45.0%
Stanford,5,Hard,8,3,5,37.5%,1,1,0,100.0%,1998,2010,R16,1,1.05,0.0%,3.4%,41.4%,41.7%,64.7%,55.2%,46.9%,0.0%,25.0%
Memphis,5,Hard,7,2,5,28.6%,0,0,0,-,2003,2010,QF,2,0.77,6.0%,9.0%,55.2%,63.5%,40.0%,53.0%,36.2%,60.9%,55.6%
Oklahoma,4,Hard,9,5,4,55.6%,2,2,0,100.0%,1995,1998,R16,0,,,,,,,,,,
Charleston,4,Clay,9,5,4,55.6%,2,2,0,100.0%,2003,2011,R64,2,0.56,1.0%,7.1%,64.3%,50.8%,37.1%,45.9%,30.5%,44.4%,33.3%
