Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,69,24,45,34.8%,60-96,38.5%,662-811,44.9%,5-11,31.3%,7,-,-,2.7%,4.7%,59.2%,66.9%,42.6%,57.0%,38.7%,47.8%,0.90
Clay,18,6,12,33.3%,17-26,39.5%,176-210,45.6%,2-0,100.0%,1,-,-,4.2%,5.6%,73.2%,50.0%,31.6%,45.1%,47.8%,46.4%,0.87
Grass,6,1,5,16.7%,5-11,31.3%,66-82,44.6%,1-0,100.0%,1,-,-,0.0%,6.5%,55.9%,65.4%,43.9%,55.9%,35.9%,45.9%,0.81
Carpet,8,5,3,62.5%,9-9,50.0%,83-78,51.6%,2-1,66.7%,0,,,,,,,,,,,
Grand Slams,22,6,16,27.3%,19-36,34.5%,229-287,44.4%,2-3,40.0%,8,-,-,2.2%,4.8%,60.8%,64.9%,40.6%,55.4%,40.7%,48.0%,0.91
Premiers,13,3,10,23.1%,9-21,30.0%,110-163,40.3%,2-1,66.7%,0,,,,,,,,,,,
Internationals,14,3,11,21.4%,10-23,30.3%,138-180,43.4%,1-2,33.3%,1,-,-,5.5%,7.3%,56.4%,58.1%,54.2%,56.4%,24.1%,40.4%,0.55
Semi-finals,3,0,3,0.0%,0-5,0.0%,23-33,41.1%,1-3,25.0%,0,,,,,,,,,,,
Quarter-finals,7,3,4,42.9%,8-8,50.0%,67-75,47.2%,0-0,-,0,,,,,,,,,,,
vs Righties,80,25,55,31.3%,66-120,35.5%,754-959,44.0%,8-8,50.0%,9,-,-,2.4%,5.1%,60.4%,64.3%,42.0%,55.5%,39.3%,47.4%,0.88
vs Lefties,5,2,3,40.0%,5-6,45.5%,59-57,50.9%,0-3,0.0%,0,,,,,,,,,,,
vs Top 10,5,1,4,20.0%,4-8,33.3%,47-65,42.0%,0-1,0.0%,1,-,-,1.2%,3.5%,58.1%,66.0%,44.4%,57.0%,33.3%,45.5%,0.77
