Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 Wimbledon R64,L vs Alexandrova,70.9%,50.5%,9.0%,8/4,2.88,0.0%,72.7%,50.0%,12.1%,2.85,0.0%,83.9%,51.1%,7.1%,2.96,0.0%
2023 Wimbledon R128,W vs Errani,71.4%,64.4%,1.6%,0/1,2.11,7.1%,97.1%,51.5%,2.9%,2.37,0.0%,92.3%,100.0%,0.0%,1.82,15.4%
2023 Roland Garros R128,L vs Sherif,80.9%,31.6%,2.1%,1/0,2.62,2.4%,78.1%,36.0%,0.0%,2.59,0.0%,100.0%,23.1%,7.7%,2.72,11.1%
2023 Indian Wells R64,L vs Trevisan,87.1%,47.3%,2.4%,1/1,2.55,0.0%,90.7%,42.9%,3.7%,2.46,0.0%,92.6%,56.0%,0.0%,2.89,0.0%
2023 Linz R16,L vs Vekic,76.4%,52.7%,12.5%,6/3,2.98,0.0%,77.5%,51.6%,15.0%,2.92,0.0%,82.8%,54.2%,10.3%,3.19,0.0%
2023 Linz R32,W vs Grabher,79.2%,50.8%,5.2%,4/0,2.76,0.0%,80.9%,57.9%,6.4%,2.70,0.0%,92.0%,39.1%,4.0%,3.13,0.0%
2022 US Open R128,L vs Jabeur,72.4%,59.5%,17.2%,5/4,2.55,1.6%,64.9%,45.8%,21.6%,2.49,2.0%,90.0%,77.8%,10.0%,2.78,0.0%
2022 Roland Garros R64,L vs Sabalenka,69.2%,36.1%,11.5%,1/5,2.59,6.3%,71.9%,34.8%,12.5%,2.52,5.0%,86.7%,38.5%,13.3%,2.94,12.5%
2022 Miami R32,L vs Swiatek,87.2%,36.6%,6.4%,1/2,2.34,0.0%,79.2%,42.1%,12.5%,2.33,0.0%,100.0%,31.8%,0.0%,2.42,0.0%
2022 Australian Open R128,W vs Yastremska,82.5%,57.7%,14.3%,6/3,2.45,0.0%,90.3%,57.1%,12.9%,2.35,0.0%,82.8%,58.3%,17.2%,2.64,0.0%
2021 Phillip Island Trophy R32,L vs Andreescu,85.2%,45.9%,13.9%,9/7,2.74,0.0%,82.3%,40.0%,8.9%,2.83,0.0%,97.1%,57.6%,26.5%,2.56,0.0%
2020 Lexington R32,L vs Sabalenka,71.7%,48.4%,5.5%,2/5,2.90,1.9%,70.1%,48.9%,6.0%,2.99,0.0%,89.8%,47.7%,6.1%,2.66,6.7%
2020 ITF Midland R32,L vs Lee,79.0%,43.8%,2.5%,1/1,2.56,1.8%,79.7%,40.4%,1.7%,2.53,2.0%,94.4%,52.9%,5.6%,2.73,0.0%
2019 Wimbledon R128,W vs Vondrousova,78.1%,66.0%,9.4%,3/3,2.36,7.0%,76.9%,60.0%,10.3%,2.30,7.0%,95.2%,75.0%,9.5%,2.54,7.1%
2018 Miami R128,L vs Sabalenka,78.1%,40.0%,9.4%,4/2,2.52,2.6%,81.1%,33.3%,5.4%,2.44,3.4%,95.2%,50.0%,19.0%,2.75,0.0%
2016 Charleston R64,L vs Kucova,90.0%,46.3%,6.7%,2/2,2.53,7.8%,88.9%,37.5%,5.6%,2.50,10.0%,91.7%,59.1%,8.3%,2.62,0.0%
2016 Indian Wells R128,W vs Doi,89.1%,54.4%,0.0%,0/0,2.88,3.8%,89.2%,45.5%,0.0%,2.88,6.9%,92.3%,66.7%,0.0%,2.87,0.0%
2015 Beijing R64,L vs Bencic,85.5%,46.0%,5.1%,5/1,2.69,8.1%,85.9%,37.7%,1.4%,2.66,12.5%,97.5%,59.0%,12.5%,2.75,0.0%
2015 Tokyo R16,W vs Hibino,95.9%,61.7%,6.1%,1/2,2.45,7.5%,100.0%,58.8%,2.9%,2.47,13.0%,92.9%,69.2%,14.3%,2.42,0.0%
2015 US Open R32,L vs Kontaveit,75.3%,47.3%,20.5%,8/7,2.64,3.2%,68.3%,46.4%,12.2%,2.67,5.6%,90.0%,48.1%,33.3%,2.60,0.0%
Career (26 matches),,80.7%,47.9%,7.6%,55.9%,2.60,4.0%,82.1%,44.3%,6.2%,2.57,5.1%,91.5%,53.5%,11.4%,2.65,1.4%
