Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,167,64,103,38.3%,153-218,41.2%,1572-1847,46.0%,19-14,57.6%,151,52.8%,37.6%,0.9%,4.0%,69.5%,56.3%,42.9%,52.2%,44.3%,48.2%,0.93
Clay,48,17,31,35.4%,43-66,39.4%,448-540,45.3%,5-3,62.5%,46,52.7%,37.8%,1.0%,3.3%,72.9%,54.7%,42.8%,51.5%,44.6%,48.0%,0.92
Grass,30,12,18,40.0%,29-42,40.8%,323-373,46.4%,3-5,37.5%,30,60.2%,33.3%,0.6%,3.4%,73.3%,57.4%,45.1%,54.1%,43.0%,48.6%,0.94
Grand Slams,63,23,40,36.5%,53-87,37.9%,555-705,44.0%,4-3,57.1%,59,49.7%,38.3%,0.8%,4.3%,70.6%,55.0%,40.9%,50.8%,44.4%,47.6%,0.90
Premiers,68,25,43,36.8%,62-91,40.5%,630-762,45.3%,6-7,46.2%,63,53.2%,37.6%,1.1%,3.8%,70.4%,55.7%,44.0%,52.2%,44.0%,48.1%,0.92
Internationals,93,37,56,39.8%,91-120,43.1%,963-1065,47.5%,14-11,56.0%,85,56.8%,35.3%,0.9%,3.3%,71.3%,57.2%,43.6%,53.3%,44.1%,48.7%,0.95
Finals,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,-,-,4.3%,1.4%,75.4%,57.7%,35.3%,52.2%,39.7%,45.6%,0.83
Semi-finals,3,1,2,33.3%,2-5,28.6%,23-37,38.3%,0-0,-,3,47.1%,11.8%,2.2%,3.3%,80.0%,58.3%,44.4%,55.6%,36.1%,45.7%,0.81
Quarter-finals,11,3,8,27.3%,9-16,36.0%,112-129,46.5%,0-2,0.0%,9,55.4%,32.0%,2.1%,3.4%,68.5%,55.0%,47.2%,52.5%,42.5%,47.6%,0.90
vs Righties,219,78,141,35.6%,192-302,38.9%,2085-2504,45.4%,22-22,50.0%,203,53.4%,36.6%,0.9%,3.7%,71.0%,56.0%,42.7%,52.1%,44.0%,48.0%,0.92
vs Lefties,25,14,11,56.0%,31-24,56.4%,245-248,49.7%,5-0,100.0%,23,57.4%,40.1%,0.9%,4.7%,68.4%,56.9%,47.1%,53.8%,45.8%,49.9%,0.99
vs Top 10,26,5,21,19.2%,11-44,20.0%,155-313,33.1%,2-2,50.0%,23,46.0%,20.5%,0.4%,4.4%,71.5%,52.4%,41.3%,49.2%,36.6%,43.1%,0.72
