Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2023 US Open R128,L vs Noskova,74.0,74.1,3.8,65.5,70.5,82,61,72.8,3.6,,71.0,79,70
2022 US Open R128,L vs Jabeur,76.0,76.0,3.6,74.0,78.3,83,67,75.9,5.8,,75.0,87,68
2021 US Open R128,L vs Rogers,80.4,82.5,7.2,84.0,78.0,94,63,76.4,2.8,,72.0,82,72
2021 Wimbledon R32,L vs Golubic,75.9,76.5,2.9,73.3,72.5,81,68,72.8,2.9,,,76,66
2021 Wimbledon R64,W vs Kenin,76.6,77.3,2.8,,73.0,83,71,73.4,3.5,72.0,,79,69
2019 US Open R128,L vs Putintseva,74.8,76.8,3.5,,78.8,83,70,71.5,2.9,,70.5,77,67
2019 Roland Garros R128,L vs Pliskova,78.6,79.0,2.5,,,84,72,75.2,2.0,,,78,72
2017 Wimbledon R32,L vs Garcia,79.1,79.8,3.8,82.0,78.8,88,67,75.8,2.2,72.0,,78,72
2017 Wimbledon R64,W vs Kvitova,76.5,77.8,3.0,77.0,75.3,82,67,71.8,2.8,69.0,68.0,77,67
2017 Roland Garros R64,L vs Bacsinszky,74.8,76.0,2.8,,,82,72,69.7,2.8,,,73,65
2017 Roland Garros R128,W vs Goerges,75.7,76.8,3.3,,,85,69,70.4,3.9,,,77,62
2016 Australian Open R32,L vs Kerber,84.6,87.0,7.8,,,103,74,75.1,2.9,,,81,70
2015 US Open R32,L vs Kontaveit,87.4,94.1,7.1,,,105,80,78.3,5.6,,,91,67
2015 US Open R64,W vs Tatishvili,86.8,94.0,8.2,,,105,77,74.7,6.8,,,89,64
2015 Wimbledon R128,L vs Williams,95.5,98.7,4.6,,,105,84,88.6,2.4,,,92,84
2015 Roland Garros R128,L vs Stosur,88.8,95.1,7.9,,,106,82,81.6,5.2,,,100,73
2015 Australian Open R16,L vs Keys,88.6,94.3,7.0,,,102,80,82.2,6.3,,,94,72
2015 Australian Open R32,W vs Vandeweghe,87.4,94.7,7.5,,,105,74,75.1,5.7,,,89,65
2015 Australian Open R64,W vs Falconi,93.1,99.0,7.5,,,110,87,80.8,4.9,,,90,73
2015 Australian Open R128,W vs Petkovic,89.1,95.2,7.0,,,105,78,79.3,5.8,,,87,66
Career (22 matches),,82.6,84.8,5.1,74.7,76.1,110,61,77.1,4.7,71.0,70.7,100,62
