Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2023 Wimbledon R64,L vs Alexandrova,16.4%,21.1%,50.5%,19.8%,26.0%,53.2%,15.4%,24.6%,0.0%,8.3%,8.3%,40.9%,18.2%,15.4%,100.0%,-47
2023 Wimbledon R128,W vs Errani,9.1%,13.6%,57.1%,21.1%,26.3%,53.3%,12.5%,0.0%,0.0%,0.0%,7.7%,61.5%,37.5%,0.0%,0.0%,-119
2023 Roland Garros R128,L vs Sherif,12.0%,18.0%,41.5%,8.6%,17.1%,40.6%,10.0%,46.7%,33.3%,25.0%,25.0%,44.4%,33.3%,44.4%,0.0%,111
2023 Indian Wells R64,L vs Trevisan,9.4%,12.5%,40.2%,9.6%,13.7%,39.4%,55.3%,20.0%,20.0%,11.1%,11.1%,43.8%,40.0%,37.5%,50.0%,-19
2023 Linz R16,L vs Vekic,13.7%,13.7%,32.6%,15.4%,15.4%,39.4%,30.0%,84.2%,66.7%,9.1%,9.1%,10.0%,42.9%,50.0%,-,-23
2023 Linz R32,W vs Grabher,30.8%,38.5%,50.0%,26.9%,36.5%,55.3%,12.5%,57.1%,66.7%,50.0%,50.0%,16.7%,20.0%,28.6%,-,-11
2022 US Open R128,L vs Jabeur,11.7%,14.3%,39.1%,15.0%,18.3%,39.2%,15.6%,17.9%,33.3%,0.0%,0.0%,38.5%,0.0%,10.0%,0.0%,-119
2022 Roland Garros R64,L vs Sabalenka,15.0%,21.7%,39.6%,13.0%,19.6%,40.0%,28.6%,48.0%,66.7%,27.3%,36.4%,37.5%,28.6%,75.0%,-,128
2022 Miami R32,L vs Swiatek,19.0%,19.0%,30.3%,12.1%,12.1%,31.0%,23.5%,43.8%,60.0%,50.0%,50.0%,25.0%,66.7%,20.0%,33.3%,30
2022 Australian Open R128,W vs Yastremska,18.0%,18.0%,45.8%,17.9%,17.9%,46.9%,15.8%,35.0%,40.0%,20.0%,20.0%,43.8%,33.3%,36.4%,100.0%,6
2021 Phillip Island Trophy R32,L vs Andreescu,15.4%,16.2%,47.8%,17.8%,19.2%,53.3%,17.1%,28.1%,0.0%,14.3%,14.3%,36.7%,9.1%,12.5%,25.0%,25
2020 Lexington R32,L vs Sabalenka,25.0%,25.0%,38.2%,29.1%,29.1%,38.5%,39.1%,37.5%,37.5%,23.8%,23.8%,37.5%,41.7%,22.2%,50.0%,80
2020 ITF Midland R32,L vs Lee,17.4%,21.7%,47.4%,15.3%,20.3%,46.0%,50.0%,48.6%,42.9%,30.0%,30.0%,57.1%,80.0%,20.0%,100.0%,-104
2019 Wimbledon R128,W vs Vondrousova,16.7%,23.6%,40.4%,20.4%,25.9%,41.9%,40.0%,34.5%,0.0%,6.7%,20.0%,35.7%,88.9%,33.3%,50.0%,-55
2018 Miami R128,L vs Sabalenka,20.0%,24.0%,38.5%,17.1%,22.9%,44.8%,56.3%,10.5%,0.0%,28.6%,28.6%,20.0%,50.0%,16.7%,0.0%,-23
2016 Charleston R64,L vs Kucova,7.0%,12.3%,40.4%,2.4%,9.5%,46.3%,66.7%,33.3%,25.0%,21.4%,21.4%,18.2%,60.0%,11.1%,0.0%,-23
2016 Indian Wells R128,W vs Doi,22.2%,22.2%,63.5%,29.3%,29.3%,65.5%,73.7%,50.0%,20.0%,14.8%,14.8%,60.9%,72.7%,6.3%,0.0%,30
2015 Beijing R64,L vs Bencic,14.7%,23.5%,51.4%,22.6%,35.5%,54.2%,66.7%,31.3%,0.0%,3.7%,7.4%,46.2%,23.1%,14.3%,0.0%,-87
2015 Tokyo R16,W vs Hibino,20.8%,24.5%,57.5%,30.3%,36.4%,60.9%,56.3%,52.9%,0.0%,5.6%,5.6%,52.9%,12.5%,20.0%,0.0%,-61
2015 US Open R32,L vs Kontaveit,16.0%,19.8%,39.7%,20.0%,26.7%,44.4%,30.8%,21.1%,25.0%,12.9%,12.9%,33.3%,30.8%,33.3%,33.3%,9
Career (26 matches),,16.7%,20.8%,45.2%,19.2%,24.3%,47.1%,37.6%,36.3%,31.4%,14.3%,16.7%,40.8%,37.5%,25.7%,33.3%,21
