Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2023 US Open R128,L vs Noskova,5,13,0.4,5.4%,14.1%,5,10,0.5,6.0%,11.9%,4.8%,1.2%,1.4,37.0%,26.1%
2023 Wimbledon R64,L vs Alexandrova,13,42,0.3,5.0%,16.0%,12,34,0.4,5.1%,14.5%,1.7%,3.4%,0.5,18.7%,34.7%
2023 Wimbledon R128,W vs Errani,20,14,1.4,18.7%,13.1%,20,11,1.8,19.4%,10.7%,11.7%,7.8%,0.7,19.6%,28.0%
2023 Roland Garros R128,L vs Sherif,10,27,0.4,10.3%,27.8%,9,24,0.4,9.9%,26.4%,3.3%,6.6%,1.4,17.5%,12.4%
2023 Indian Wells R64,L vs Trevisan,14,36,0.4,7.7%,19.9%,14,31,0.5,8.1%,18.0%,2.3%,5.8%,0.9,20.4%,22.7%
2023 Linz R16,L vs Vekic,18,16,1.1,14.6%,13.0%,17,15,1.1,14.9%,13.2%,8.8%,6.1%,1.7,30.9%,17.9%
2023 Linz R32,W vs Grabher,7,15,0.5,4.9%,10.6%,7,14,0.5,5.2%,10.4%,0.7%,4.5%,0.5,20.4%,39.4%
2022 US Open R128,L vs Jabeur,6,29,0.2,4.4%,21.5%,6,25,0.2,4.8%,19.8%,2.4%,2.4%,0.6,18.5%,28.9%
2022 Wimbledon R128,L vs Davis,8,18,0.4,6.2%,13.8%,8,16,0.5,6.5%,12.9%,0.0%,6.5%,1.0,23.8%,23.8%
2022 Roland Garros R64,L vs Sabalenka,10,16,0.6,8.9%,14.3%,10,13,0.8,10.1%,13.1%,5.1%,5.1%,1.7,31.3%,18.8%
2022 Miami R32,L vs Swiatek,4,16,0.3,4.5%,18.0%,4,15,0.3,4.7%,17.4%,1.2%,3.5%,1.0,28.1%,27.0%
2022 Australian Open R128,W vs Yastremska,1,14,0.1,0.8%,11.3%,1,12,0.1,0.8%,10.2%,0.0%,0.8%,0.5,24.2%,46.8%
2021 US Open R128,L vs Rogers,2,18,0.1,2.5%,22.8%,2,14,0.1,2.7%,18.9%,1.4%,1.4%,0.7,16.5%,25.3%
2021 Wimbledon R32,L vs Golubic,11,19,0.6,9.4%,16.2%,11,17,0.6,9.7%,15.0%,4.4%,5.3%,1.3,26.5%,20.5%
2021 Wimbledon R64,W vs Kenin,6,7,0.9,6.4%,7.4%,6,5,1.2,6.7%,5.6%,5.6%,1.1%,0.5,21.3%,43.6%
2021 Wimbledon R128,W vs Mchale,13,26,0.5,5.3%,10.6%,13,22,0.6,5.6%,9.4%,3.4%,2.1%,0.8,23.3%,31.0%
2021 Roland Garros R64,L vs Zidansek,11,14,0.8,9.4%,12.0%,11,14,0.8,10.0%,12.7%,,,1.4,23.1%,17.1%
2021 Roland Garros R128,W vs Osorio,9,8,1.1,6.5%,5.8%,9,8,1.1,7.3%,6.5%,,,2.0,24.6%,12.3%
2021 Phillip Island Trophy R32,L vs Andreescu,16,24,0.7,7.1%,10.7%,16,19,0.8,7.5%,9.0%,1.4%,6.1%,0.8,23.2%,29.5%
2021 Australian Open R64,L vs Brady,6,15,0.4,6.8%,17.0%,6,15,0.4,7.6%,19.0%,,,1.1,27.3%,23.9%
Career (58 matches),,643,1072,0.6,8.3%,13.9%,607,927,0.7,8.5%,12.9%,3.4%,4.1%,0.9,24.5%,27.3%
